,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
1161,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bisayan', 'Central Bisayan', 'Capiznon']",,cps,capi1239,"710,000 (2010)[1]","Capiz and some portions of Iloilo, Aklan, Masbate, and Romblon",,,https://en.wikipedia.org/wiki/Capiznon_language
1162,Par%C3%A1_Ar%C3%A1ra_language,"['Arawakan', '\nSouthern', 'Campa', 'Ashéninka']",,Variously:titleprqtitle – Perenétitlecputitle – Pichistitlecpctitle – Apurucayalititlecpbtitle – Ucayali-Yurúatitlecjotitle – Pajonaltitlecpytitle – South Ucayali,asha1242,"8,774 (2017)[1]",,,,https://en.wikipedia.org/wiki/Pichis_Ash%C3%A9ninka
1163,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Min', 'Coastal Min', 'Pu–Xian Min']","['Putian', 'Xianyou']",cpx,puxi1243,3.15 million (2022)[1],"Fujian (Putian, parts of Fuzhou and Quanzhou)",,,https://en.wikipedia.org/wiki/Pu-Xian_Min
1164,Par%C3%A1_Ar%C3%A1ra_language,"['Arawakan', '\nSouthern', 'Campa', 'Ashéninka']",,Variously:titleprqtitle – Perenétitlecputitle – Pichistitlecpctitle – Apurucayalititlecpbtitle – Ucayali-Yurúatitlecjotitle – Pajonaltitlecpytitle – South Ucayali,asha1242,"8,774 (2017)[1]",,,,https://en.wikipedia.org/wiki/South_Ucayali_Ash%C3%A9ninka
1165,Par%C3%A1_Ar%C3%A1ra_language,"['Hmong–Mien', 'Hmongic', 'Core Hmongic', 'West Hmongic', 'Chuanqiandian cluster', 'Hmong']",,"hmntitle – inclusive code for the Hmong/Mong macrolanguage (China, Laos), including all Core Hmongic languages, except titlehmftitle and titlehmvtitleIndividual codes:titlecqdtitle – Chuanqiandian Cluster Miao (cover term for Hmong in China)titleheatitle – Northern Qiandong Miaotitlehmatitle – Southern Mashan Hmongtitlehmctitle – Central Huishui Hmongtitlehmdtitle – Large Flowery Miaotitlehmetitle – Eastern Huishui Hmongtitlehmftitle – Hmong Don (Vietnam)titlehmgtitle – Southwestern Guiyang Hmongtitlehmhtitle – Southwestern Huishui Hmongtitlehmititle – Northern Huishui Hmongtitlehmjtitle – Getitlehmltitle – Luopohe Hmongtitlehmmtitle – Central Mashan Hmongtitlehmptitle – Northern Mashan Hmongtitlehmqtitle – Eastern Qiandong Miaotitlehmstitle – Southern Qiandong Miaotitlehmvtitle – Hmong Dô (Vietnam)titlehmwtitle – Western Mashan Hmongtitlehmytitle – Southern Guiyang Hmongtitlehmztitle – Hmong Shua (Sinicized Miao)titlehnjtitle – Mong Njua/Mong Leng (China, Laos), Blue/Green Hmong (United States)titlehrmtitle – A-Hmo, Horned Miao (China)titlehujtitle – Northern Guiyang Hmongtitlemmrtitle – Western Xiangxi Miaotitlemuqtitle – Eastern Xiangxi Miaotitlemwwtitle – Hmong Daw (China, Laos), White Hmong (United States)titlesfmtitle – Small Flowery Miao",firs1234,(8.1 million cited 1995–2004)[1],,, China  Laos   Myanmar   Vietnam   Thailand,https://en.wikipedia.org/wiki/Hmong_language
1166,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Omotic', 'North', 'Ometo', 'Chara']",,cra,char1269,"13,000 (2007 census)[2]",,,,https://en.wikipedia.org/wiki/Chara_language
1167,Par%C3%A1_Ar%C3%A1ra_language,"['Arawakan', '\nNorthern', 'Ta-Arawakan', 'Igñeri', 'Kalinago']",,crb,isla1278,,,,,https://en.wikipedia.org/wiki/Kalinago_language
1168,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Lonwolwol']",,crc,lonw1238,"1,200 (2001)[1]",Ambrym Island,,,https://en.wikipedia.org/wiki/Lonwolwol_language
1169,Par%C3%A1_Ar%C3%A1ra_language,"['Salishan', 'Interior Salish', 'Southern', ""Coeur d'Alene""]",,crd,coeu1236,4 (2007)[1],northern Idaho,,,https://en.wikipedia.org/wiki/Coeur_d%27Alene_language
1170,Par%C3%A1_Ar%C3%A1ra_language,"['Chocoan', 'Anserma']",,Either:titleanstitle – Ansermatitlecrftitle – Caramanta,unun9901,,,,,https://en.wikipedia.org/wiki/Caramanta_language
1171,Par%C3%A1_Ar%C3%A1ra_language,"['Mixed', ' ', 'Plains Cree', '–', 'Métis French']",,crg,mich1243,"1,800 (2021 census)[1]","Métis communities in the Prairies; mostly Manitoba, Alberta, Saskatchewan Northeastern British Columbia and Northwestern Ontario, Turtle Mountain Indian Reservation in North Dakota",,,https://en.wikipedia.org/wiki/Michif
1172,Par%C3%A1_Ar%C3%A1ra_language,"['Turkic', 'Common Turkic', 'Kipchak', 'Kipchak–', 'Cuman', 'Crimean Tatar']","['Northern', 'Central', 'Southern']",crh,crim1257,"580,000 (2001–2019)[1]",Eastern Europe,Republic of Crimea[a][2] (Russia)Autonomous Republic of Crimea[a][3] (Ukraine),Romania[4] (Dobrujan Tatar),https://en.wikipedia.org/wiki/Crimean_Tatar_language
1173,Par%C3%A1_Ar%C3%A1ra_language,"['Portuguese Creole', '\nLower Guinea', 'Forro Creole', 'Sãotomense']",,cri,saot1239,"(70,000 cited 1999)[1]",,,,https://en.wikipedia.org/wiki/Forro_Creole
1174,Par%C3%A1_Ar%C3%A1ra_language,"['Algic', 'Algonquian', 'Cree', '-', 'Montagnais', '-', 'Naskapi', '[2]', 'Cree', 'Plains Cree']",,crk,plai1258,"3,200 (2001–2016)[1]","Manitoba, Saskatchewan, Alberta, Montana","Northwest Territories (Canada), as ""Cree""[3]",,https://en.wikipedia.org/wiki/Plains_Cree_language
1175,Par%C3%A1_Ar%C3%A1ra_language,"['Algic', 'Algonquian', 'Cree', '-', 'Montagnais', '-', 'Naskapi', '[2]', 'Cree', 'Moose Cree']",,crm,moos1236,"3,000 (2007)[1]",Ontario,,,https://en.wikipedia.org/wiki/Moose_Cree_language
1176,Par%C3%A1_Ar%C3%A1ra_language,"['Siouan', 'Western Siouan', 'Missouri River Siouan', 'Crow']",,cro,crow1244,"4,160 (2015)[2]",Montana,,,https://en.wikipedia.org/wiki/Crow_language
1177,Par%C3%A1_Ar%C3%A1ra_language,"['Mataco–Guaicuru', '\xa0?\n', 'Matacoan', 'Manjuy']",,crq,iyow1239,"1,900 (2007–2012)[1]",,,,https://en.wikipedia.org/wiki/Iyo%CA%BCwujwa_Chorote
1178,Par%C3%A1_Ar%C3%A1ra_language,"['Algic', 'Algonquian', 'Eastern Algonquian', 'Carolina Algonquian']",,crr,caro1243,,North Carolina,,,https://en.wikipedia.org/wiki/Carolina_Algonquian_language
1179,Par%C3%A1_Ar%C3%A1ra_language,"['French Creole', 'Bourbonnais Creoles', 'Seychellois Creole']",['Chagossian Creole'],crs,sese1246,"(73,000 cited 1998)[1]",, Seychelles,,https://en.wikipedia.org/wiki/Seychellois_Creole
1180,Par%C3%A1_Ar%C3%A1ra_language,"['Mataco–Guaicuru', '\xa0?\n', 'Matacoan', 'Eklenhui']",,crt,iyoj1235,800 (2007)[1],,,,https://en.wikipedia.org/wiki/Iyojwa%CA%BCja_Chorote
1181,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Nicobarese', 'Chaura–Teressa', 'Chaura']",,crv,chau1258,"5,900 (2001 census)[1]","Chaura Island (Sanenya), Nicobars",,,https://en.wikipedia.org/wiki/Chaura_language
1182,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Bahnaric', 'South Bahnaric', 'Stieng–Chrau', 'Chrau']",,crw,chra1242,"(7,000 cited 1995 census)[1]","Đồng Nai, Tây Ninh, and Bình Dương provinces",,,https://en.wikipedia.org/wiki/Chrau_language
1183,Par%C3%A1_Ar%C3%A1ra_language,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Northern Athabaskan', 'Dakelh']","['Southern', ""Nak'albun/Dzinghubun""]",Either:titlecrxtitle – Carriertitlecaftitle – Southern Carrier,carr1248,"1,270 (2016 census)[1]",Central Interior of British Columbia,,,https://en.wikipedia.org/wiki/Carrier_language
1184,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Central', '\xa0?', 'Hyamic', '\xa0?', 'Kyoli']",,cry,cori1240,"7,000-8,000 (2020)[1]",Kaduna State,,,https://en.wikipedia.org/wiki/Kyoli_language
1185,Par%C3%A1_Ar%C3%A1ra_language,"['Chumashan', '\nSouthern', 'Cruzeño']",,crz,cruz1243,,"Santa Cruz Island, Santa Rosa Island",,,https://en.wikipedia.org/wiki/Cruze%C3%B1o_language
1186,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Balto-Slavic', 'Slavic', 'West Slavic', 'Lechitic', 'Pomeranian', 'Kashubian']",,csb,kash1274,"87,600 (2021 census)[1]",Kashubia,"Officially recognized as of 2005, as a regional language, in some communes of Pomeranian Voivodeship, Poland", Poland[2],https://en.wikipedia.org/wiki/Kashubian_language
1187,Par%C3%A1_Ar%C3%A1ra_language,"['possibly ', 'French SL', 'Catalan Sign Language']",['Valencian Sign'],csc,cata1287,"est. 9,000 (2014)[1]",Catalonia,,,https://en.wikipedia.org/wiki/Catalan_Sign_Language
1188,Par%C3%A1_Ar%C3%A1ra_language,['Chiangmai–Bangkok Sign'],,csd,chia1237,19 (2015)[1],metro Chiang Mai,,,https://en.wikipedia.org/wiki/Chiangmai_Sign_Language
1189,Par%C3%A1_Ar%C3%A1ra_language,"['French Sign', 'Austro-Hungarian Sign', 'Czech Sign Language']",,cse,czec1253,"12,000 (2011 census)[1]10,000 (2014)[1]",Central Europe,,,https://en.wikipedia.org/wiki/Czech_Sign_Language
1190,Par%C3%A1_Ar%C3%A1ra_language,"['(unclassified)', '[2]']",,csf,cuba1235,,,,,https://en.wikipedia.org/wiki/Cuban_Sign_Language
1191,Par%C3%A1_Ar%C3%A1ra_language,"['?', 'Chile-Paraguay-Uruguay Sign', '?', 'Francosign', 'Chilean Sign Language']",,csg,chil1264,,,,,https://en.wikipedia.org/wiki/Chilean_Sign_Language
1192,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Kuki-Chin–Naga', 'Kuki-Chin', 'Southern', 'Shö']",,Variously:titlecnbtitle – Chinbon Chintitlecshtitle – Asho Chintitleshltitle – Shendu,chin1478title  Chinbon Chintitleasho1236title  Asho Chintitleshen1247title  Shendu,"(50,000 cited 1983–2011)[1]plus an unknown number of Shendu",,,,https://en.wikipedia.org/wiki/Sh%C3%B6_language
1193,Par%C3%A1_Ar%C3%A1ra_language,"['Yok-Utian', 'Utian', 'Miwokan', 'Western', 'Coast Miwok']",,csi,coas1301,,California,,,https://en.wikipedia.org/wiki/Coast_Miwok_language
1194,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Bak', 'Jola', 'Kasa']",,csk,jola1262,"45,000 in Senegal (2007)[1]",Oussouye,,,https://en.wikipedia.org/wiki/Kasa_language
1195,Par%C3%A1_Ar%C3%A1ra_language,['Chinese Sign Language'],"['Northern (Beijing) CSL', 'Southern (Shanghai) CSL']",csltitle – Chinese Sign,nucl1761,,,,,https://en.wikipedia.org/wiki/Chinese_Sign_Language
1196,Par%C3%A1_Ar%C3%A1ra_language,"['Yok-Utian', 'Utian', 'Miwokan', 'Eastern', 'Sierra Miwok', 'Central Sierra Miwok']",,csm,cent2140,(12 cited 1994)[1],California,,,https://en.wikipedia.org/wiki/Central_Sierra_Miwok
1197,Par%C3%A1_Ar%C3%A1ra_language,['Andean?'],,csn,colo1249,"151,000 (2021)[1]",,,,https://en.wikipedia.org/wiki/Colombian_Sign_Language
1198,Par%C3%A1_Ar%C3%A1ra_language,"['Oto-Mangue', '\nWestern Oto-Mangue', 'Oto-Pame–Chinantecan', 'Chinantec', 'Sochiapam']",,cso,soch1239,"3,600 (2000)[2]",Oaxaca,,,https://en.wikipedia.org/wiki/Sochiapam_Chinantec
1199,Par%C3%A1_Ar%C3%A1ra_language,"['French Sign', 'Austro-Hungarian Sign', 'Yugoslav Sign', 'Croatian Sign Language']",,csq,croa1242,"6,500 (2019)[1]out of 20,000 deaf[1]",,,,https://en.wikipedia.org/wiki/Croatian_Sign_Language
1200,Par%C3%A1_Ar%C3%A1ra_language,"['Yok-Utian', 'Utian', 'Ohlone', 'Southern', 'Mutsun']",,(included in titleSouthern Ohlonetitle [css]),muts1243,,California,,,https://en.wikipedia.org/wiki/Mutsun_language
1201,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Kuki-Chin', 'Southern', 'Sumtu']",,csv,sumt1234,"14,000 (2007)[1]",Burma,,,https://en.wikipedia.org/wiki/Sumtu_language
1202,Par%C3%A1_Ar%C3%A1ra_language,"['Algic', 'Algonquian', 'Cree', '-', 'Montagnais', '-', 'Naskapi', '[3]', 'Cree', 'Swampy Cree']",,csw,swam1239,"1,805 (2016 census)[2]",Ontario,,,https://en.wikipedia.org/wiki/Swampy_Cree_language
1203,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Kuki-Chin', 'Northern', 'Sizang']",,csy,siyi1240,"35,000 (2007)[1]",,,,https://en.wikipedia.org/wiki/Sizang_language
1204,Par%C3%A1_Ar%C3%A1ra_language,"['Coosan', 'Hanis']",,csz,coos1249,,"Coos Bay, Oregon",,,https://en.wikipedia.org/wiki/Hanis_language
1205,Par%C3%A1_Ar%C3%A1ra_language,"['Oto-Manguean', 'Zapotecan', 'Chatino', 'Tataltepec Chatino']",,cta,tata1258,540 (2015)[1],Oaxaca,,,https://en.wikipedia.org/wiki/Tataltepec_Chatino
1206,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Kuki-Chin–Naga', 'Kuki-Chin', 'Northern', 'Tedim ', ' Tiddim Chin']",,ctd,tedi1235,"(340,000 cited 1990)[1]",,,,https://en.wikipedia.org/wiki/Tedim_language
1207,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Eastern', 'Bengali–Assamese', 'Gauda–Bangla', 'Southeastern Bengali', 'Chittagonian']",,ctg,chit1275,13 million (2006)[5]to 16 million (2007)[6],Chittagong region,,,https://en.wikipedia.org/wiki/Chittagonian_language
1208,Par%C3%A1_Ar%C3%A1ra_language,['Language isolate'],,ctm,chit1248,,Southern Louisiana,,,https://en.wikipedia.org/wiki/Chitimacha_language
1209,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Eastern Kiranti', 'Chintang']",,ctn,chhi1245,"3,700 (2011 census)[2]","Dhankuta District, Nepal",,,https://en.wikipedia.org/wiki/Chintang_language
1210,Par%C3%A1_Ar%C3%A1ra_language,"['Chocoan', 'Emberá', 'Northern', 'Catío']",,cto,embe1260,"(15,000 cited 1992)[1]",,,,https://en.wikipedia.org/wiki/Catio_language
1211,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bikol languages', 'Pandan Bikol']",,cts,nort2883,"78,000 (2000 census)[1]",Pandan and north-east Catanduanes,,,https://en.wikipedia.org/wiki/Pandan_Bikol_language
1212,Par%C3%A1_Ar%C3%A1ra_language,"['Dravidian', '\nSouthern', 'Tamil–Kannada', 'Tamil–Kodagu', 'Tamil–Malayalam', 'Malayalam languages', 'Wayanad Chetti']",,ctt,waya1264,"5,000 (2004)[1]",,,,https://en.wikipedia.org/wiki/Wayanad_Chetti_language
1213,Par%C3%A1_Ar%C3%A1ra_language,"['Mayan', '\nCholan–Tzeltalan', 'Cholan', 'Chol–Chontal', 'Chʼol']","['Tila', 'Tumbalá']",ctu,chol1282,"250,000 (2020 census)[1]","North Central Chiapas, Tabasco, Campeche",,,https://en.wikipedia.org/wiki/Ch%CA%BCol_language
1214,Par%C3%A1_Ar%C3%A1ra_language,"['Oto-Manguean', 'Zapotecan', 'Chatino', 'Eastern Chatino', 'Zacatepec Chatino']",,ctz,zaca1242title  Zacatepec Chatino,300 (2015)[1],"Oaxaca, Southern Central Mexico",,,https://en.wikipedia.org/wiki/Zacatepec_Chatino
1215,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Bahnaric', 'East Bahnaric', 'Cua']",,cua,cuaa1241,"12,000 (2007)[1]",,,,https://en.wikipedia.org/wiki/Cua_language_(Austroasiatic)
1216,Par%C3%A1_Ar%C3%A1ra_language,"['Tucanoan', '\nCentral', 'Cubeo']",,cub,cube1242,"6,300 (2009)[1]",,,,https://en.wikipedia.org/wiki/Cubeo_language
1217,Par%C3%A1_Ar%C3%A1ra_language,"['Oto-Mangue', '\nWestern Oto-Mangue', 'Oto-Pame–Chinantecan', 'Chinantec', 'Usila']",,cuc,usil1237,"7,400 (2000)[1]","Oaxaca, one town in Veracruz",,,https://en.wikipedia.org/wiki/Usila_Chinantec
1218,Par%C3%A1_Ar%C3%A1ra_language,"['Guahiban', 'Cuiba']",,cui,cuib1242,"2,900 (2007–2008)[1]","Meta Casanare and Capanapara rivers (Colombia)
Apure Division (Venezuela)",,,https://en.wikipedia.org/wiki/Cuiba_language
1219,Par%C3%A1_Ar%C3%A1ra_language,"['Arawakan', '\nSouthern', 'Piro', 'Mashco Piro']",,cuj,mash1270,200 (2012)[1],,,,https://en.wikipedia.org/wiki/Mashco_Piro_language
1220,Par%C3%A1_Ar%C3%A1ra_language,"['Arauan', 'Culina']",,cul,culi1244,"3,900 (2002–2006)[1]",,,,https://en.wikipedia.org/wiki/Kulina_language
1221,Par%C3%A1_Ar%C3%A1ra_language,"['Cariban', '\nVenezuelan Carib', 'Mapoyo–Tamanaku', 'Itoto Maimy']",,Either:titlecuotitle – Cumanatitleciytitle – Chaima,coas1302,112 (2001 & 2011 censuses)[1],,,,https://en.wikipedia.org/wiki/Cumanagoto_language
1222,Par%C3%A1_Ar%C3%A1ra_language,"['Uto-Aztecan', 'Northern Uto-Aztecan', 'Takic', 'Cupan', 'Cahuilla', '–Cupeño', 'Cupeño']",,cup,cupe1243,,"Southern California, United States",,,https://en.wikipedia.org/wiki/Cupe%C3%B1o_language
1223,Par%C3%A1_Ar%C3%A1ra_language,"['Kra–Dai', 'Hlai', 'Central', 'North', 'Cun']",['Nadou'],cuq,cunn1236,"(80,000 cited 1999)[1]",western Hainan,,,https://en.wikipedia.org/wiki/Cun_language
1224,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Mahakiranti', ' (?)', 'Kiranti', 'Eastern', 'Greater Yakkha', 'Chulung']",,cur,chhu1238,"2,100 (2011 census)[1]",Koshi Zone,,,https://en.wikipedia.org/wiki/Chulung_language
1225,Par%C3%A1_Ar%C3%A1ra_language,"['Oto-Manguean', 'Mixtecan', 'Tepeuxila Cuicatec']",,cut,teut1235,"3,100 (2000)[1]",Oaxaca,,,https://en.wikipedia.org/wiki/Teutila_Cuicatec_language
1226,Par%C3%A1_Ar%C3%A1ra_language,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Northwestern (Shan)', 'Tai Ya']",,cuu,taiy1242,"50,000 (2000 census)[1]",,,,https://en.wikipedia.org/wiki/Tai_Ya_language
1227,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Wandala–Mafa', 'Mafa', ' (A.5)', 'South (d)', 'Cuvok']",,cuv,cuvo1236,"13,500 (2021)[1]",Far North Province,,,https://en.wikipedia.org/wiki/Cuvok_language
1228,Par%C3%A1_Ar%C3%A1ra_language,"['Oto-Manguean', 'Mixtecan', 'Tepeuxila Cuicatec']",,cux,tepe1280,"8,680 (2000)[1]",Oaxaca,,,https://en.wikipedia.org/wiki/Tepeuxila_Cuicatec_language
1229,Par%C3%A1_Ar%C3%A1ra_language,['Language isolate'],,cuy,cuit1236,,Guerrero,,,https://en.wikipedia.org/wiki/Cuitlatec_language
1230,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', '?\n', 'Kho-Bwa', 'Chug']",,cvg,chug1252,600 (2017)[1],Arunachal Pradesh,,,https://en.wikipedia.org/wiki/Chug_language
1231,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Great Lakes Bantu', 'Logooli–Kuria (E.40)', 'Kabwa']",,cwa,kabw1241,"14,000 (2011)[1]",Mara Region,,,https://en.wikipedia.org/wiki/Kabwa_language
1232,Par%C3%A1_Ar%C3%A1ra_language,"['Algic', 'Algonquian', 'Cree', '-', 'Montagnais', '-', 'Naskapi', '[3]', 'Cree', 'Woods Cree']",,cwd,wood1236,"1,800 (2016)[2]","Northern Manitoba, Northern Saskatchewan",Northwest Territories[4],AlbertaManitobaSaskatchewan,https://en.wikipedia.org/wiki/Woods_Cree
1233,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Northeast Coast Bantu', 'Ruvu (G30+G10)', 'Ngh’wele']",,cwe,kwer1261,"150,000 (2009)[1]",,,,https://en.wikipedia.org/wiki/Kwere_language
1234,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Aslian', 'Jahaic', 'Cheq Wong']",,cwg,chew1245,460 (2008)[1],Peninsula Malaysia,,,https://en.wikipedia.org/wiki/Cheq_Wong_language
1235,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Bak', 'Jola', 'Jola Proper', 'Kwatay']",,cwt,kuwa1246,"6,200 (2006)[1]",,,,https://en.wikipedia.org/wiki/Kwatay_language
1236,Par%C3%A1_Ar%C3%A1ra_language,['Language isolate'],,cyb,cayu1262,0 (2012)[1],Beni Department, Bolivia,,https://en.wikipedia.org/wiki/Cayuvava_language
1237,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Celtic', 'Insular Celtic', 'Brittonic', 'Western Brittonic', 'Welsh']","['Cofi', 'Gwyndodeg', 'Powyseg', 'Dyfedeg', 'Gwenhwyseg', 'Patagonian Welsh']",cym,wels1247,"
Wales: 538,300 (17.8% of the population of Wales in 2021, including both L1 and L2 speakers)
England: 110,000 (2001, estimated)[1]
Argentina: 1,500–5,000[2][3]
Canada: <3,885 (L1)[4]
Australia: 1,737 [5]
","United Kingdom (Wales, England), Argentina (Chubut Province)",Wales (United Kingdom),Argentina (Chubut Province),https://en.wikipedia.org/wiki/Welsh_language
1238,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bisayan', 'Western Bisayan', 'Kuyan', 'Cuyonon']",,cyo,cuyo1237,"190,000 (2010)[1]","Palawan coast, Cuyo Islands between Palawan and Panay",,,https://en.wikipedia.org/wiki/Cuyonon_language
1239,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Huizhou']",,czh,huiz1242,5.4 million (2021)[1],"Huizhou, southern Anhui, neighbouring portions of Zhejiang and Jiangxi",,,https://en.wikipedia.org/wiki/Huizhou_Chinese
1240,Par%C3%A1_Ar%C3%A1ra_language,"['Oto-Manguean', 'Zapotecan', 'Chatino', 'Zenzontepec Chatino']",,czn,zenz1235,"8,500 (2000)[1]",Oaxaca,,,https://en.wikipedia.org/wiki/Zenzontepec_Chatino
1241,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Sinitic', 'Chinese', 'Min', 'Inland Min', 'Central Min']","['Sanming', ""Yong'an"", 'Shaxian']",czo,minz1235,3.65 million (2022)[1],"Yong'an, Sanming",,,https://en.wikipedia.org/wiki/Central_Min
1242,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Kuki-Chin', 'Zotung', 'Zotung']","['Rezua', 'Lungngo', 'Calthawng']",czt,zotu1235,"100,000(global) (2022)[1]","Rezua, Chin State Matupi, Chin State Hakha, Chin State",,,https://en.wikipedia.org/wiki/Zotung_language
1243,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic B', 'Dangla languages', ' (B.1.1)', 'Dangaléat']",,daa,dang1274,"60,000 (2005)[1]",central,,,https://en.wikipedia.org/wiki/Dangal%C3%A9at_language
1244,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', '\xa0?', 'Ngero–Vitiaz', 'Bel', 'Nuclear Bel', 'Marik']",,dad,mari1428,"(3,500 cited 1998)[1]","around Gogol River, Madang Province",,,https://en.wikipedia.org/wiki/Marik_language
1245,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Savannas', 'Gur', 'Northern', 'Oti–Volta', 'Western', 'Southeastern', 'Dagbani']","['Nanuni (Nanumba)', 'Tomosili', 'Nayahali']",dag,dagb1246,1.2 million (2013)[1],Kingdom of Dagbon,,,https://en.wikipedia.org/wiki/Dagbani_language
1246,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Warup', 'Gwahatike']",,dah,gwah1244,"1,600 (2003)[1]",,,,https://en.wikipedia.org/wiki/Gwahatike_language
1247,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Savannas', 'Mbum–Day', 'Day']",,dai,dayy1236,"(50,000 cited 1993 census)[1]",,,,https://en.wikipedia.org/wiki/Day_language
1248,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', 'Kir–Abbaian', '?', 'Daju', 'Western', 'Daju, Dar Fur']","['Nyala', 'Lagowa']",daj,darf1239,"110,000 (2022)[1]","West Darfur, South Darfur, South Kordofan",,,https://en.wikipedia.org/wiki/Nyala_language_(Sudan)
1249,Par%C3%A1_Ar%C3%A1ra_language,"['Siouan', 'Western Siouan', 'Mississippi Valley Siouan', 'Dakotan', 'Sioux', 'Dakota']",,dak,dako1258,290 (2016)[1],"Primarily North Dakota and South Dakota, but also northern Nebraska, southern Minnesota; Northern Montana; southern Manitoba, southern Saskatchewan",,,https://en.wikipedia.org/wiki/Dakota_language
1250,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Cushitic', 'Lowland East', '?', 'Dahalo']",,dal,daha1245,580 (2019)[1],Coast Province,,,https://en.wikipedia.org/wiki/Dahalo_language
1251,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'Northwest Kainji', 'Damakawa']",,dam,dama1268,,Kebbi State,,,https://en.wikipedia.org/wiki/Damakawa_language
