,name,glottocode,iso6393,aes_status,Degree of endangerment,family,family_id,dialects,child_dialect_count,child_family_count,child_language_count,speakers,Number of speakers,regions,macroarea,latitude,longitude,level,type,scope,bookkeeping,description,markup_description,country_ids,parent_id,off_lang,rec_min_lang,Wikipedia_Url
2138,Gula (Chad),gula1269,glu,not endangered,,"['Nilo-Saharan', '?\n', 'Central Sudanic', 'Bongo–Bagirmi', 'Bagirmi', 'Gula']",cent2225,"['Kofoy', 'Malé', 'Moufa', 'Souka', 'Toussa']",0.0,0.0,0.0,"10,300 (2000)[1]",,,Africa,10.3049,19.2182,language,living,individual,False,,,TD,bayo1261,,,https://en.wikipedia.org/wiki/Gula_language_(Chad)
2139,Manx,manx1243,glv,extinct,,"['Indo-European', 'Celtic', 'Insular Celtic', 'Goidelic', 'Manx']",indo1319,"['Northern', 'Midlands (unattested)', 'Southern']",0.0,0.0,0.0,,,,Eurasia,54.2604,-4.45437,language,living,individual,False,,,GB IM,east2734,Isle of Man,,https://en.wikipedia.org/wiki/Manx_language
2140,Glavda,glav1244,glw,not endangered,,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Wandala–Mafa', 'Wandala', ' (A.4)', 'East', 'Glavda']",afro1255,,3.0,0.0,0.0,"31,000 (2000)[1]",,Borno State; Far North Province,Africa,11.1334,13.8652,language,living,individual,False,,,CM NG,wand1280,,,https://en.wikipedia.org/wiki/Glavda_language
2141,Gule,gule1241,gly,extinct,Extinct,"['Nilo-Saharan', '?\n', 'Komuz', '?', 'Koman', '?', 'Gule']",,,0.0,0.0,0.0,,0.0,,Africa,11.8336,33.6929,language,extinct,individual,False,,,SD,,,,https://en.wikipedia.org/wiki/Gule_language
2142,Gambera,gamb1251,gma,extinct,,,worr1236,,0.0,0.0,0.0,,,,Australia,-14.29546,126.27131,language,extinct,individual,False,,,AU,forr1234,,,
2143,Gula'alaa,gula1270,gmb,not endangered,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Malaita – San Cristobal', 'Malaita', 'Northern Malaita', ""Gula'ala""]",aust1307,,0.0,0.0,0.0,"(1,600 cited 1999)[1]",,Kwai and Ngongosila islands,Papunesia,-8.74742,161.023,language,living,individual,False,,,SB,nort2833,,,https://en.wikipedia.org/wiki/Gula%27alaa_language
2144,Mághdì,magh1238,gmd,shifting,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Bambukic', 'Bikwin–Jen', 'Bikwin', 'Mághdì']",atla1278,,0.0,0.0,0.0,"(2,000 cited 1992)[1]",,Taraba State,Africa,9.2888,11.0232,language,living,individual,False,,,NG,makt1234,,,https://en.wikipedia.org/wiki/Maghdi_language
2145,Magɨyi,magi1244,gmg,not endangered,,,,,,,,,,,,,,,living,individual,,,,,,,,
2146,Middle High German (ca. 1050-1500),midd1343,gmh,extinct,,,,,,,,,,,,,,,historical,individual,,,,,,,,https://en.wikipedia.org/wiki/Middle_High_German
2147,Middle Low German,midd1318,gml,extinct,,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Middle Low German']",indo1319,"['Westphalian', 'Eastphalian', 'North Low Saxon', ', incl. ', 'East Frisian', '—Oldenburgish', ', ', 'Nordalbingian', ', ', 'East Elbian', 'Brandenburgish']",0.0,0.0,0.0,,,"Northern Central Europe, viz. Northern Germany (roughly the Northern lowlands), Northeastern Netherlands, Northwestern/North-central (modern) Poland, modern Kaliningrad Oblast, also sporadically in Denmark, Sweden, Norway, Latvia, Estonia (confined to cities)",Eurasia,53.14,9.67,language,historical,individual,False,,,DE,midd1345,,,https://en.wikipedia.org/wiki/Middle_Low_German
2148,Gbaya-Mbodomo,gbay1281,gmm,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Savannas', 'Gbaya', 'Eastern', 'Mbodomo–Bofi', 'Mbodomo']",atla1278,,0.0,0.0,0.0,"(8,000 cited 1992)[1]",,,Africa,4.800365,14.606865,language,living,individual,False,,,CF CM,mbod1237,,,https://en.wikipedia.org/wiki/Mbodomo_language
2149,Gimnime,gimn1238,gmn,threatened,,,atla1278,,3.0,0.0,0.0,,,,Africa,8.58129,12.7869,language,living,individual,False,,,CM NG,koma1268,,,
2150,Mirning,mirn1245,gmr,nearly extinct,,,,,,,,,,,,,,,living,individual,,,,,,,,
2151,Gumalu,guma1255,gmu,not endangered,,"['Trans–New Guinea', 'Madang', 'Croisilles', ' ', 'linkage', 'Mabuso', '?', 'Gum', 'Gumalu']",nucl1709,,0.0,0.0,0.0,580 (2003)[1],,Madang Province,Papunesia,-5.22189,145.618,language,living,individual,False,,,PG,gumm1240,,,https://en.wikipedia.org/wiki/Gumalu_language
2152,Gamo,gamo1243,gmv,not endangered,,,gong1255,,0.0,0.0,0.0,,,,Africa,6.27645,37.23808,language,living,individual,False,,,ET,dawr1235,,,
2153,Magoma,mago1246,gmx,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Bena–Kinga (G60)', 'Kinga-Magoma', 'Magoma']",atla1278,,0.0,0.0,0.0,"150,000 (2003)[1]",,,Africa,-9.23498,33.9826,language,living,individual,False,,,TZ,king1258,,,https://en.wikipedia.org/wiki/Magoma_language
2154,Mycenaean Greek,myce1241,gmy,extinct,,,,,,,,,,,,,,,ancient,individual,,,,,,,,https://en.wikipedia.org/wiki/Mycenaean_Greek
2155,Mgbolizhia,,gmz,,,,,,,,,,,,,,,,living,individual,,,,,,,,
2156,Kaansa,kaan1246,gna,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Southern Gur', 'Doghose–Gan', 'Kaansa']",atla1278,"['Kaan-sa', 'Kpatogo-so']",2.0,0.0,0.0,"(6,000 cited 1990)[1]",,Burkina Faso,Africa,10.1675,-3.70994,language,living,individual,False,,,BF,gand1254,,,https://en.wikipedia.org/wiki/Kaansa_language
2157,Gangte,gang1266,gnb,threatened,Definitely endangered,"['Sino-Tibetan', 'Kuki-Chin', 'Northern', 'Gangte']",sino1245,,0.0,0.0,0.0,"16,500 (2011)[1]",15000.0,India,Eurasia,24.5113,94.1681,language,living,individual,False,,,IN MM,gang1271,,,https://en.wikipedia.org/wiki/Gangte_language
2158,Guanche,guan1277,gnc,extinct,Extinct,"['Afro-Asiatic', ' (?)\n', 'Berber', ' (?)', 'Guanche']",afro1255,,0.0,0.0,0.0,,0.0,Canary Islands,Africa,28.0,-15.5,language,extinct,individual,False,,,ES,unun9880,,,https://en.wikipedia.org/wiki/Guanche_language
2159,Zulgo-Gemzek,zulg1242,gnd,not endangered,,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Wandala–Mafa', 'Mafa', ' (A.5)', 'South (b)', 'Zulgo-Gemzek']",afro1255,"['Zəlgwa-Minew', 'Gemzek']",3.0,0.0,0.0,"26,000 (2002)[1]",,Far North Province,Africa,10.827,14.0578,language,living,individual,False,,,CM,meri1245,,,https://en.wikipedia.org/wiki/Zulgo-Gemzek_language
2160,Ganang,gana1270,gne,threatened,,,atla1278,,0.0,0.0,0.0,,,,Africa,9.93195,9.09741,language,living,individual,False,,,NG,izer1242,,,
2161,Ngangam,ngan1299,gng,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Northern', 'Oti–Volta', 'Gurma', 'Ngangam']",atla1278,,2.0,0.0,0.0,"200,000 (2012–2021)[1]",,,Africa,10.2523,0.70509,language,living,individual,False,,,BJ GH TG,konk1271,, Benin,https://en.wikipedia.org/wiki/Ngangam_language
2162,Lere,lere1241,gnh,extinct,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Lere']",atla1278,"['Si', 'Gana', 'Takaya (Taura)']",3.0,0.0,0.0,,,"Plateau State, Bauchi State",Africa,10.4789,8.93337,language,living,individual,False,,,NG,nort3210,,,https://en.wikipedia.org/wiki/Lere_language
2163,Gooniyandi,goon1238,gni,moribund,Severely endangered,"['Bunuban', 'Gooniyandi']",buna1274,,0.0,0.0,0.0,210 (2021 census)[1],60.0,Western Australia,Australia,-18.4073,126.351,language,living,individual,False,,,AU,buna1274,,,https://en.wikipedia.org/wiki/Guniyandi_language
2164,Ngen,ngen1256,gnj,threatened,,,,,,,,,,,,,,,living,individual,,,,,,,,
2165,ǁGana,gana1274,gnk,shifting,Vulnerable,,,,,,,,1550.0,,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/G%C7%81ana_language
2166,Gangulu,gang1268,gnl,extinct,,,pama1250,,0.0,0.0,0.0,,,,Australia,-22.7637,149.416,language,extinct,individual,False,,,AU,east2716,,,
2167,Ginuman,ginu1240,gnm,not endangered,,"['Trans–New Guinea', 'Dagan', 'Kanasi–Ginuman?', 'Ginuman']",daga1274,,0.0,0.0,0.0,"1,400 (2000)[1]",,Milne Bay Province,Papunesia,-10.0298,149.7,language,living,individual,False,,,PG,sout3380,,,https://en.wikipedia.org/wiki/Ginuman_language
2168,Gumatj,guma1253,gnn,shifting,,,pama1250,,1.0,0.0,0.0,,,,Australia,-12.25254,136.83042,language,living,individual,False,,,AU,west2439,,,
2169,Northern Gondi,nort2702,gno,threatened,,,drav1251,,8.0,0.0,0.0,,,,Eurasia,18.1632,81.3842,language,living,individual,False,,,IN,nort3258,,,
2170,Gana,gana1277,gnq,shifting,,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'Southwest Sabahan', 'Murutic', 'Northern', 'Ganaʼ']",aust1307,,0.0,0.0,0.0,250 (2013)[1],,Sabah,Papunesia,5.57583,116.145,language,living,individual,False,,,MY,nort3186,,,https://en.wikipedia.org/wiki/Gana%CA%BC_language
2171,Gureng Gureng,gure1255,gnr,extinct,,"['Pama–Nyungan', 'Waka–Kabic', 'Than', 'Bunda']",pama1250,"['Gureng-Gureng', 'Guweng-Guweng']",1.0,0.0,0.0,,,Queensland,Australia,-25.3893,151.175,language,extinct,individual,False,,,AU,east2717,,,https://en.wikipedia.org/wiki/Taribelang_language
2172,Guntai,gunt1241,gnt,not endangered,,"['Trans-Fly – Bulaka River', '?\n', 'Yam', 'Tonda', 'Guntai']",,,,,,350 (2003)[1],,"Western Province, Papua New Guinea",,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Guntai_language
2173,Gnau,gnau1240,gnu,shifting,,"['Torricelli', 'Wapei', 'Gnau']",nucl1708,,0.0,0.0,0.0,"1,300 (2000 census)[1]",,"Sandaun Province, Namblo Census Division, northwest of Maimai.",Papunesia,-3.59093,142.196,language,living,individual,False,,,PG,unun9969,,,https://en.wikipedia.org/wiki/Gnau_language
2174,Western Bolivian Guaraní,west2640,gnw,shifting,,"['Tupian', 'Tupi–Guarani', 'Guarani (I)', 'Guarani', 'Western Bolivian Guarani']",tupi1275,,0.0,0.0,0.0,"7,000 (2002)[1]",,,South America,-20.2819,-64.1662,language,living,individual,False,,,AR BO,tupi1283,,,https://en.wikipedia.org/wiki/Western_Bolivian_Guarani
2175,Ganzi,ganz1247,gnz,shifting,,,atla1278,,0.0,0.0,0.0,,,,Africa,6.544,19.347,language,living,individual,False,,,CF,baka1278,,,
2176,Guro,guro1248,goa,not endangered,,"['Niger–Congo', 'Mande', 'Eastern Mande', 'Southeastern', 'Mano–Dan', 'Guro–Dan', 'Guro–Yaure', 'Guro']",mand1469,,0.0,0.0,0.0,"500,000 (2012)[1]",,Ivory Coast,Africa,7.34954,-6.31154,language,living,individual,False,,,CI,guro1247,,,https://en.wikipedia.org/wiki/Guro_language
2177,Playero,play1240,gob,shifting,,,guah1252,,2.0,0.0,0.0,,,,South America,6.90948,-71.0036,language,living,individual,False,,,CO VE,guah1254,,,https://en.wikipedia.org/wiki/Playero_language
2178,Gorakor,gora1262,goc,not endangered,,,aust1307,,1.0,0.0,0.0,,,,Papunesia,-6.85564,146.579,language,living,individual,False,,,PG,mume1239,,,
2179,Godié,godi1239,god,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Eastern', 'Bété', 'Godié']",krua1234,,9.0,0.0,0.0,"(26,000 cited 1993)[1]",,Ivory Coast,Africa,5.3944,-5.82696,language,living,individual,False,,,CI,west2489,,,https://en.wikipedia.org/wiki/Godi%C3%A9_language
2180,Gongduk,gong1251,goe,shifting,Vulnerable,"['Sino-Tibetan', 'Gongduk']",sino1245,,0.0,0.0,0.0,"2,000 (2006)[1]",1000.0,Bhutan,Eurasia,27.066,91.1686,language,living,individual,False,,,BT,sino1245,,,https://en.wikipedia.org/wiki/Gongduk_language
2181,Gofa,gofa1235,gof,not endangered,,,gong1255,,0.0,0.0,0.0,,,,Africa,6.57645,37.05,language,living,individual,False,,,ET,dawr1235,,,
2182,Gogo,gogo1263,gog,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Northeast Bantu', 'Northeast Coast Bantu', 'Ruvu', 'Gogo']",atla1278,,2.0,0.0,0.0,1.4 million (2019)[1],,"Dodoma Region and Manyoni (Singida Region), Tanzania",Africa,-6.35951,35.4807,language,living,individual,False,,,TZ,west2846,,,https://en.wikipedia.org/wiki/Gogo_language
2183,Old High German (ca. 750-1050),oldh1241,goh,extinct,,"['Indo-European', 'Germanic', 'West Germanic', 'Old High German']",indo1319,,0.0,0.0,0.0,,,Central Europe,Eurasia,52.0,10.0,language,historical,individual,False,,,DE,high1286,,,https://en.wikipedia.org/wiki/Old_High_German
2184,Gobasi,goba1246,goi,not endangered,,"['Trans–New Guinea', 'East Strickland', 'Gobasi']",east2433,"['Oibae', 'Bibo', 'Honibo']",3.0,0.0,0.0,"1,000 (2016)[1]",,New Guinea,Papunesia,-6.48678,142.201,language,living,individual,False,,,PG,kubo1241,,,https://en.wikipedia.org/wiki/Gobasi_language
2185,Gowlan,gowl1242,goj,not endangered,,,book1242,,0.0,0.0,0.0,,,,Eurasia,21.5096,77.2647,language,living,individual,True,,,IN,book1242,,,https://en.wikipedia.org/wiki/Gowlan_language
2186,Gowli,gowl1241,gok,not endangered,,,book1242,,0.0,0.0,0.0,,,,Eurasia,21.7726,77.3733,language,living,individual,True,,,IN,book1242,,,
2187,Gola,gola1255,gol,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gola']",atla1278,,9.0,0.0,0.0,"200,000 (2019–2020)[1]",,,Africa,7.06193,-10.8138,language,living,individual,False,,,LR SL,atla1278,,,https://en.wikipedia.org/wiki/Gola_language
2188,Goan Konkani,goan1235,gom,not endangered,,,indo1319,,9.0,0.0,0.0,,,,Eurasia,15.2732,74.2098,language,living,individual,False,,,IN,mara1422,,,
2189,Gondi,,gon,,Vulnerable,,,,,,,,2713790.0,,,,,,living,macrolanguage,,,,,,,,
2190,Gone Dau,gone1237,goo,not endangered,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Central Pacific', 'East Fijian', 'Gone Dau']",aust1307,,0.0,0.0,0.0,690 (2000)[1],,"Gone and Dau Islands, Eastern Fiji",Papunesia,-16.5886,178.599,language,living,individual,False,,,FJ,nucl1823,,,https://en.wikipedia.org/wiki/Gone_Dau_language
2191,Yeretuar,yere1243,gop,shifting,,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Eastern Malayo-Polynesian', 'South Halmahera–West New Guinea', 'Cenderawasih Bay', 'Yeretuar']",aust1307,,0.0,0.0,0.0,350 (2000)[1],,West Papua,Papunesia,-3.01713,134.656,language,living,individual,False,,,ID,sout3230,,,https://en.wikipedia.org/wiki/Yeretuar_language
2192,Gorap,gora1261,goq,shifting,Definitely endangered,,aust1307,,0.0,0.0,0.0,,1000.0,,Papunesia,2.13058,128.261,language,living,individual,False,,,ID,mana1300,,,
2193,Gorontalo,goro1259,gor,threatened,,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'Gorontalo–Mongondow', 'Gorontalic', 'Gorontalo']",aust1307,,5.0,0.0,0.0,1 million (2000 census)[1],,"
Gorontalo
North Sulawesi
Central Sulawesi
",Papunesia,0.62689,122.288,language,living,individual,False,,,ID,goro1273,,,https://en.wikipedia.org/wiki/Gorontalo_language
2194,Gronings,gron1242,gos,threatened,,"['Indo-European', 'Germanic', 'West Germanic', 'North Sea Germanic', 'Low German', 'West Low German', 'Northern Low Saxon', 'Gronings']",indo1319,,4.0,0.0,0.0,"590,000 (2003)[1]",,Groningen,Eurasia,53.2842,6.698,language,living,individual,False,,,DE NL,ostf1234,the Netherlands,,https://en.wikipedia.org/wiki/Gronings_dialect
2195,Gothic,goth1244,got,extinct,Extinct,"['Indo-European', 'Germanic', 'East Germanic', 'Gothic']",indo1319,"['Crimean Gothic', ' †', 'Gepid', '? †']",3.0,0.0,0.0,,0.0,"Oium, Dacia, Pannonia, Dalmatia, Italy, Gallia Narbonensis, Gallia Aquitania, Hispania, Crimea, North Caucasus",Eurasia,46.9304,29.9786,language,ancient,individual,False,,,UA,east2805,,,https://en.wikipedia.org/wiki/Gothic_language
2196,Gavar,gava1241,gou,threatened,,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Daba', ' (A.7)', 'North', 'Gavar']",afro1255,,0.0,0.0,0.0,"15,000 (2010)[1]",,"Far North Region, Cameroon",Africa,10.5603,13.8188,language,living,individual,False,,,CM,buwa1244,,,https://en.wikipedia.org/wiki/Gawar_language
2197,Gorowa,goro1270,gow,not endangered,,"['Afro-Asiatic', 'Cushitic', 'South', 'Rift', 'West Rift', 'NW Rift', 'Iraqwoid', 'Gorowa']",afro1255,,0.0,0.0,0.0,"110,000 (2009)[1]",,"Dodoma,  Manyara",Africa,-4.23575,35.7996,language,living,individual,False,,,TZ,iraq1240,,,https://en.wikipedia.org/wiki/Gorowa_language
2198,Gobu,gobu1238,gox,not endangered,,,atla1278,,0.0,0.0,0.0,,,,Africa,5.01201,20.0194,language,living,individual,False,,,CD CF,mids1242,,,
2199,Goundo,goun1238,goy,nearly extinct,Critically endangered,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mbum–Day', 'Kim languages', 'Goundo']",atla1278,,0.0,0.0,0.0,(30 cited 1998)[1],30.0,,Africa,9.46683,16.255,language,living,individual,False,,,TD,kimb1240,,,https://en.wikipedia.org/wiki/Goundo_language
2200,Gozarkhani,goza1238,goz,shifting,,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western', 'Northwestern II', 'Tatic', 'Gozarkhani']",,,,,,,,,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Gozarkhani_language
2201,Gupa-Abawa,gupa1248,gpa,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Niger', 'noi', 'Nupoid', 'Nupe–Gbagyi', 'Nupe languages', 'Gupa-Abawa']",,,,,,"(15,000 cited 1989)[1]",,Niger State,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Gupa-Abawa_language
2202,Ghanaian Pidgin English,ghan1244,gpe,not endangered,,"['English Creole', '\nAtlantic', 'Krio', 'Ghanaian Pidgin English']",indo1319,,0.0,0.0,0.0,5 million (2011)[1](not clear if this number includes L2 speakers),,,Africa,5.793241,-0.283641,language,living,individual,False,,,GH,coas1331,,,https://en.wikipedia.org/wiki/Ghanaian_Pidgin_English
2203,Taiap,taia1239,gpn,moribund,Severely endangered,"['Torricelli', '[2]', '\nSepik Coast', 'Tayap–Marienberg', 'Tayap']",,,0.0,0.0,0.0,less than 50 (2020)[1],89.0,"Gapun village, Marienberg Rural LLG, East Sepik Province",Papunesia,-4.05047,144.506,language,living,individual,False,,,PG,,,,https://en.wikipedia.org/wiki/Tayap_language
2204,Ga'anda,gaan1243,gqa,threatened,,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Tera languages (A.1)', ""Ga'anda""]",afro1255,"['Ga’anda', 'Gabin', 'Fartata']",2.0,0.0,0.0,"(43,000 cited 1992)[1]",,Adamawa State,Africa,10.2955,12.6479,language,living,individual,False,,,NG,east2649,,,https://en.wikipedia.org/wiki/Ga%27anda_language
2205,Guiqiong,guiq1238,gqi,shifting,,"['Sino-Tibetan', 'Tibeto-Burman', 'Qiangic', 'Guiqiong']",sino1245,,0.0,0.0,0.0,"6,000 (2000)[1]",,,Eurasia,30.4803,102.128,language,living,individual,False,,,CN,naqi1236,,,https://en.wikipedia.org/wiki/Guiqiong_language
2206,Guana (Brazil),guan1270,gqn,extinct,,,,,,,,,,,,,,,extinct,individual,,,,,,,,
2207,Gor,gorr1238,gqr,not endangered,,,cent2225,,2.0,0.0,0.0,,,,Africa,8.0841,17.0713,language,living,individual,False,,,CF TD,bedi1236,,,
2208,Qau,qaua1234,gqu,moribund,,"['Kra–Dai', 'Kra', 'Ge–Chi', 'Gelao', 'Qau']",,,,,,"2,000 (2011)[1]",,"Anshun City and Pingba County, Guizhou",,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Qau_language
2209,Rajput Garasia,rajp1235,gra,not endangered,,,indo1319,,0.0,0.0,0.0,,,,Eurasia,24.5451,73.2472,language,living,individual,False,,,IN,gara1268,,,
2210,Grebo,,grb,,,,,,,,,,,,,,,,living,macrolanguage,,,,,,,,
2211,Ancient Greek (to 1453),anci1242,grc,extinct,,,,,,,,,,,,,,,historical,individual,,,,,,,,https://en.wikipedia.org/wiki/Ancient_Greek
2212,Guruntum-Mbaaru,guru1271,grd,threatened,,"['Afro-Asiatic', 'Chadic', 'West', 'Barawa', ' (B.3)', 'Guruntum languages', 'Guruntum']",afro1255,,7.0,0.0,0.0,"(15,000 cited 1993)[1]",,Nigeria,Africa,9.87332,10.162,language,living,individual,False,,,NG,guru1272,,,https://en.wikipedia.org/wiki/Guruntum_language
2213,Madi,madi1261,grg,shifting,,"['Trans–New Guinea', 'Finisterre–Huon', 'Finisterre', 'Gusap–Mot', 'Madi']",,,,,,380 (2003)[1],,Madang Province,,,,,living,individual,,,,,,,,https://en.wikipedia.org/wiki/Gira_language
2214,Gbiri-Niragu,gbir1241,grh,not endangered,,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Gbiri-Niragu']",atla1278,"['Gbiri (Gure)', 'Niragu (Kahugu)']",2.0,0.0,0.0,"25,000 (2000)[1]",,Kaduna State,Africa,10.3923,8.43157,language,living,individual,False,,,NG,kaur1268,,,https://en.wikipedia.org/wiki/Gbiri-Niragu_language
2215,Ghari,ghar1239,gri,not endangered,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Gela–Guadalcanal', 'Guadalcanal', 'Ghari']",aust1307,"['7,100 Ghari', '3,000 Ndi (Vaturanga)', '950 Gae (', 'Nggae, Qae', ')', '550 Tandai-Nggaria (Tanaghai)', '490 Nginia', 'Geri (', 'Nggeri', ')']",6.0,0.0,0.0,"(12,000 cited 1999)[1]",,"Guadalcanal, Solomon Islands",Papunesia,-9.4791,159.917,language,living,individual,False,,,SB,nort2832,,,https://en.wikipedia.org/wiki/Ghari_language
2216,Southern Grebo,sout2826,grj,not endangered,,,krua1234,,4.0,0.0,0.0,,,,Africa,4.47607,-7.56872,language,living,individual,False,,,CI LR,greb1256,,,
2217,Kota Marudu Talantang,kota1279,grm,threatened,,"['Austronesian', 'Malayo-Polynesian', 'North Bornean', 'Southwest Sabahan', 'Dusunic', 'Dusun', 'Kota Marudu Talantang']",aust1307,,0.0,0.0,0.0,,,Sabah,Papunesia,6.48554,116.853,language,living,individual,False,,,MY,dusu1277,,,https://en.wikipedia.org/wiki/Kota_Marudu_Talantang_language
2218,Guarani,,grn,,,,,,,,,,,,,,,,living,macrolanguage,,,,,,,,
2219,Groma,grom1238,gro,threatened,,"['Sino-Tibetan', 'Tibeto-Kanauri', '\xa0?', 'Bodish', 'Tibetic', 'Dzongkha–Lhokä', 'Groma']",sino1245,,2.0,0.0,0.0,"(27,000 cited 1993–2007)[1]",,Chumbi Valley region between Sikkim and Bhutan,Eurasia,27.6089,88.8541,language,living,individual,False,,,BT CN IN,dzon1238,,,https://en.wikipedia.org/wiki/Groma_language
2220,Gorovu,goro1261,grq,nearly extinct,Severely endangered,"['Ramu', 'Grass', 'Porapora', 'Gorovu']",ramu1234,,0.0,0.0,0.0,20 (2007)[1],50.0,East Sepik Province,Papunesia,-4.52947,144.59,language,living,individual,False,,,PG,agoa1234,,,https://en.wikipedia.org/wiki/Gorovu_language
2221,Taznatit,tazn1238,grr,threatened,Severely endangered,,,,,,,,80000.0,,,,,,living,individual,,,,,,,,
2222,Gresi,gres1240,grs,moribund,,"['Foja Range', 'Nimboran', 'Kemtuik–Gresi', 'Gresi']",nimb1257,,0.0,0.0,0.0,"(2,500 cited 1987)[1]",,New Guinea,Papunesia,-2.72229,140.279,language,living,individual,False,,,ID,gres1241,,,https://en.wikipedia.org/wiki/Gresi_language
2223,Garo,garo1247,grt,threatened,,"['Sino-Tibetan', 'Tibeto-Burman', 'Central Tibeto-Burman', ' (?)', 'Sal', 'Bodo-Garo', 'Garo', 'Garo']",sino1245,"['Am·beng,', 'A·we ba A·kawe,', 'Matchi,', 'Matchi-Dual,', 'Matabeng ba Matjangchi,', 'Gara-Ganching,', 'Chisak,', 'Atong,', 'Ruga,', 'Me·gam ba Lyngam,', 'Chibok,', 'Kamrup,', 'Atiagra,', 'Kotchu ba Koch.']",10.0,0.0,0.0,"1,145,323 (2011)[1]",,"Meghalaya, Assam, Bangladesh",Eurasia,25.2954,90.462,language,living,individual,False,,,BD IN,bodo1279,,,https://en.wikipedia.org/wiki/Garo_language
2224,Kistane,kist1241,gru,not endangered,,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'South Semitic', 'Ethiopic', 'South', 'Outer South', 'North Gurage', 'Soddo']",afro1255,"['Soddo', 'Goggot (Dobi)']",3.0,0.0,0.0,"(260,000 cited 1994 census)[1]",,"Gurage Zone, Southern Nations, Nationalities, and Peoples' Region",Africa,8.33561,38.4763,language,living,individual,False,,,ET,ngro1237,,,https://en.wikipedia.org/wiki/Soddo_language
2225,Central Grebo,cent2041,grv,not endangered,,,krua1234,,5.0,0.0,0.0,,,,Africa,4.88038,-7.88667,language,living,individual,False,,,LR,gbol1236,,,
2226,Gweda,gwed1239,grw,moribund,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western', 'Papuan Tip', 'Kilivila – ', 'Nuclear Papuan Tip', 'Are–Taupota', 'Taupota', 'Gweda']",aust1307,,0.0,0.0,0.0,26 (2001)[1],,"Milne Bay Province, tip of Cape Vogel",Papunesia,-10.2173,150.421,language,living,individual,False,,,PG,east2762,,,https://en.wikipedia.org/wiki/Gweda_language
2227,Guriaso,guri1248,grx,shifting,,"['Senu River', '\nGuriaso–Yale', 'Guriaso']",,,0.0,0.0,0.0,"1,500 (2014)[1]",,Papua New Guinea,Papunesia,-3.5718,141.597,language,living,individual,False,,,PG,,,,https://en.wikipedia.org/wiki/Guriaso_language
2228,Barclayville Grebo,barc1235,gry,not endangered,,,krua1234,,2.0,0.0,0.0,,,,Africa,4.67843,-8.09378,language,living,individual,False,,,LR,barc1236,,,
2229,Guramalum,gura1254,grz,extinct,,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'New Ireland', 'Patpatar–Tolai', 'Guramalum']",aust1307,,0.0,0.0,0.0,,,New Ireland,Papunesia,-4.26666,152.933,language,living,individual,False,,,PG,mini1257,,,https://en.wikipedia.org/wiki/Guramalum_language
2230,Ghanaian Sign Language,ghan1235,gse,not endangered,,,sign1238,,0.0,0.0,0.0,,,,Africa,5.55225,-0.30274,language,living,individual,False,,,GH,amer1258,,,https://en.wikipedia.org/wiki/Ghanaian_Sign_Language
