,lang,family,dialects,iso3code,glottocode,speakers,regions,off_lang,rec_min_lang,url
820,['Language isolate'],"['Burushaski (Yasin)', 'Burushaski (Hunza-Nagar)']",bsk,buru1296,"130,000 (2018–2020)[2]","Hunza, Nagar, Ghizer, Gilgit (Pakistan) and Hari Parbat, Jammu and Kashmir (India)[1]",Data not available,Data not available,https://en.wikipedia.org/wiki/Burushaski,Burushaski
821,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'Basa languages', 'Kontagora–Gumna', 'Basa-Gumna']",Data not available,bsl,basa1280,Data not available,Chanchaga,Data not available,Data not available,https://en.wikipedia.org/wiki/Basa-Gumna_language,Basa-Gumna_language
822,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Eastern Malayo-Polynesian', 'South Halmahera–West New Guinea', 'Cenderawasih Bay', 'Yapen', 'Central–Western', 'Busami']",Data not available,bsm,busa1254,(700 cited 1993)[1],Serui Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Busami_language,Busami_language
823,"['Tucanoan', '\nEastern Tucanoan', 'South', 'Barasana–Macuna', 'Barasano']","['Barasana (Southern Barasano)', 'Taiwano (Eduria)']",bsn,bara1380,"(1,900 cited 1993 census)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Barasana-Eduria_language,Barasana-Eduria_language
824,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic A', 'Kwang–Kera', ' (A.3)', 'Kwang']",Data not available,Either:titlekvititle – Kwangtitlebsotitle – Buso,kwan1285,"(17,000 cited 1993 census)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Buso_language,Buso_language
825,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Western', 'Bassa', 'Bassa']",Data not available,bsq,nucl1418,"410,000 (2006)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bassa_language,Bassa_language
826,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'Basa languages', 'Kontagora–Gumna', 'Basa-Kontagora']",Data not available,bsr,bass1259,Data not available,Kontagora,Data not available,Data not available,https://en.wikipedia.org/wiki/Basa-Kontagora_language,Basa-Kontagora_language
827,"['Afro-Asiatic', 'Omotic', 'North Omotic', 'Ometo', 'North', 'Basketo']",Data not available,bst,bask1236,"93,000 (2007 census)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Basketo_language,Basketo_language
828,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Bungku–Tolaki', 'Bahonsuai']",Data not available,bsu,baho1237,(200 cited 1999)[1],Sulawesi,Data not available,Data not available,https://en.wikipedia.org/wiki/Bahonsuai_language,Bahonsuai_language
829,"['Afro-Asiatic', 'Cushitic', 'Lowland East', 'Omo-Tana', 'East', 'Baiso']",Data not available,bsw,bais1246,"4,600 (2007 census)[1]",in region of Lake Abaya,Data not available,Data not available,https://en.wikipedia.org/wiki/Baiso_language,Baiso_language
830,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Tarokoid', 'Yangkam']",Data not available,bsx,yang1290,(100 cited 1996)[1],Plateau State,Data not available,Data not available,https://en.wikipedia.org/wiki/Yankam_language,Yankam_language
831,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Bata languages (A.8)', 'Bata']","['Zumu', 'Wadi', 'Malabu', 'Kobocī', 'Ribow', 'Njoboliyo', 'Garua', 'Jirai', 'Furo', 'Song Bata']",btatitle – inclusive codetitleIndividual code:titleksotitle – Kofa,bata1314,"300,000 (2020)[1]","Adamawa State, North Region",Data not available,Data not available,https://en.wikipedia.org/wiki/Bata_language,Bata_language
832,"['Niger–Congo', '?\n', 'Atlantic–Congo languages', 'Benue–Congo languages', 'Southern Bantoid languages', 'Mbam', 'West Mbam', 'Bati']",Data not available,btc,bati1251,(800 cited 1975 census)[1],Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bati_language_(Cameroon),Bati_language_(Cameroon)
833,"['Austronesian', 'Malayo-Polynesian', 'Northwest Sumatra–Barrier Islands', 'Batak', 'Northern', 'Pakpak']",Data not available,btd,bata1294,(1.2 million cited 1991)[1],Sumatra (northern),Data not available,Data not available,https://en.wikipedia.org/wiki/Batak_Dairi_language,Batak_Dairi_language
834,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'East Kainji', 'Gamo-Ningi']",Data not available,bte,gamo1241,Data not available,Bauchi State,Data not available,Data not available,https://en.wikipedia.org/wiki/Gamo-Ningi_language,Gamo-Ningi_language
835,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic B', 'Mubi', ' (B.1.2)', 'Birgit']","['Abgue', 'Agrab', 'Duguri', 'Eastern Birgit']",btf,birg1239,"29,000 (2023)[1]","Ouaddai, Salamat, Sila, Batha",Data not available,Data not available,https://en.wikipedia.org/wiki/Birgit_language,Birgit_language
836,"['Austronesian', 'Malayo-Polynesian', 'Land Dayak', 'Bidayuh', 'Biatah–Tringgus', 'Biatah']",Data not available,bth,biat1246,"72,000 (2000)[1]",Borneo,Data not available,Data not available,https://en.wikipedia.org/wiki/Biatah_language,Biatah_language
837,"['East Geelvink Bay', 'Burate']",Data not available,bti,bura1276,100 (2000)[1],Indonesian Papua,Data not available,Data not available,https://en.wikipedia.org/wiki/Burate_language,Burate_language
838,"['Austronesian', 'Malayo-Polynesian', 'Northwest Sumatra–Barrier Islands', 'Batak', 'Southern', 'Mandailing']",Data not available,btm,bata1291,1.1 million (2000 census)[1],Sumatra,Data not available,Data not available,https://en.wikipedia.org/wiki/Mandailing_language,Mandailing_language
839,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bisayan', 'Western Bisayan', 'Kuyan', 'Ratagnon']",['Santa Teresa'],btn,rata1245,310 (2010)[1],Southern tip of Mindoro,Data not available,Data not available,https://en.wikipedia.org/wiki/Ratagnon_language,Ratagnon_language
840,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bikol languages', 'Inland Bikol', 'Rinconada Bikol']","['Sinabukid', 'Sinaranəw']",bto,irig1242,"230,000 (2000 census)[1]",Bicol,Regional language in the Philippines,Data not available,https://en.wikipedia.org/wiki/Rinconada_Bikol_language,Rinconada_Bikol_language
841,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Peripheral', 'Kilivila', 'Budibud']",Data not available,btp,budi1249,310 (2000)[1],Milne Bay Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Budibud_language,Budibud_language
842,"['Austroasiatic', 'Aslian', 'Jahaic', 'Eastern', 'Batek']","['Teq', 'Deq (De’)', 'Iga', 'Nong']",btq,bate1262,"1,000 (2006)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Batek_language,Batek_language
843,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'North Vanuatu', 'Baetora']","['Nasawa', 'Talise (not ', 'Talise', ')', 'Narovorovo']",btr,baet1237,"1,300 (2001)[1]",Maewo,Data not available,Data not available,https://en.wikipedia.org/wiki/Baetora_language,Baetora_language
844,"['Austronesian', 'Malayo-Polynesian', 'Northwest Sumatra–Barrier Islands', 'Batak', 'Southern', 'Simalungun']",Data not available,bts,bata1288,1.2 million (2000)[1],Sumatra (northern),Data not available,Data not available,https://en.wikipedia.org/wiki/Batak_Simalungun_language,Batak_Simalungun_language
845,"['Niger–Congo', '?\n', 'Atlantic–Congo languages', 'Benue–Congo languages', 'Southern Bantoid languages', '?', 'Bendi languages', 'Bete-Bendi']","['Bendi', 'Bete']",btt,bete1262,"100,000 (2006)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bete-Bendi_language,Bete-Bendi_language
846,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Tivoid', 'North', 'Batu']","['Amanda–Afi', 'Kamino']",btu,batu1255,"(undated figure of 25,000)[1]",Nigeria,Data not available,Data not available,https://en.wikipedia.org/wiki/Batu_language,Batu_language
847,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Dardic', 'Kohistani', 'Bateri']",Data not available,btv,bate1261,"29,000 (28,300 in Pakistan, 700 in India). (2000)[1]","Kohistan, Jammu and Kashmir",Data not available,Data not available,https://en.wikipedia.org/wiki/Bateri_language,Bateri_language
848,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Greater Central Philippine', 'Central Philippine', 'Bisayan', 'Southern Bisayan', 'Butuan–', 'Tausug', 'Butuanon']",Data not available,btw,butu1244,"72,000 (2005 [needs update])[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Butuanon_language,Butuanon_language
849,"['Austronesian', 'Malayo-Polynesian', 'Northwest Sumatra–Barrier Islands', 'Batak', 'Northern', 'Karo']",Data not available,btx,bata1293,"500,000 (2010)[1]","Karo Regency, North Sumatra",Data not available,Data not available,https://en.wikipedia.org/wiki/Batak_Karo_language,Batak_Karo_language
850,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Central Maluku', 'East Central Maluku', 'East Seram', 'Bobot']",Data not available,bty,bobo1254,"(4,500 cited 1989)[1]","Southeast Seram, Werinama District, from the village of Atiahu to Kota Baru, and Tunsai village in the Liana area, central Maluku.",Data not available,Data not available,https://en.wikipedia.org/wiki/Bobot_language,Bobot_language
851,"['Austronesian', 'Malayo-Polynesian', 'Northwest Sumatra–Barrier Islands', 'Batak', 'Northern', 'Alas']",Data not available,btz,bata1292,"200,000 (2000 census)[1]",Sumatra,Data not available,Data not available,https://en.wikipedia.org/wiki/Alas_language,Alas_language
852,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Savannas', 'Mbum–Day', 'Bua', 'Bua']",['Kawaway'],bub,buaa1245,"(7,700 cited 1993 census)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bua_language,Bua_language
853,"['Austronesian', 'Malayo-Polynesian', 'Barito', 'East Barito', 'Malagasy', 'Kibosy']",Data not available,buc,bush1250,"60,000 (2017)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bushi_language,Bushi_language
854,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Northern', 'Oti–Volta', 'Gurma', 'Ntcham']",Data not available,Either:titlebudtitle – Ntchamtitleakstitle – Akaselem,ntch1241,"390,000 (2004–2013)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Ntcham_language,Ntcham_language
855,"['unclassified (', 'Algonquian', '?)']",Data not available,bue,beot1247,Data not available,Newfoundland,Data not available,Data not available,https://en.wikipedia.org/wiki/Beothuk_language,Beothuk_language
856,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', ' (', 'Zone C', ')', 'Bushoong languages', ' (C.80)', 'Bushong']",Data not available,buf,bush1247,"160,000, incl. Shuwa (2000)[1]",Kasai Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Bushong_language,Bushong_language
857,"['Austronesian', 'Malayo-Polynesian', 'South Sulawesi', 'Bugis', '–', 'Tamanic', 'Bugis', 'Buginese']",Data not available,bug,bugi1244,"L1: 3.5 million L2: 500,000  Total speakers: 4 million (2015 UNSD)[1]","South Sulawesi; enclaves elsewhere in Sulawesi, Borneo, Sumatra, Maluku, Papua",Data not available,Data not available,https://en.wikipedia.org/wiki/Buginese_language,Buginese_language
858,"['Hmong–Mien', 'Hmongic', 'Bahengic', ' or ', 'Sheic', '?', 'Younuo']",Data not available,buh,youn1235,"(9,700 cited 1995)[1]","Longsheng Various Nationalities Autonomous County, Guangxi, China",Data not available,Data not available,https://en.wikipedia.org/wiki/Younuo_language,Younuo_language
859,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C.10', ')', 'Ngondi–Ngiri', 'Bongili']",Data not available,bui,bong1284,"12,000 (2018)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bongili_language,Bongili_language
860,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Kainji', 'Basa languages', 'Kɔrɔmba']",Data not available,buj,basa1281,"(2,000 cited 1987)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Koromba_language,Koromba_language
861,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', '\xa0?', 'Ngero–Vitiaz', '\xa0?', 'Huon Gulf', 'North Huon Gulf', 'Bukawa']",Data not available,buk,buga1250,"12,000 (2011)[1]","Huon Gulf, Morobe Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Bukawa_language,Bukawa_language
862,"['Indo-European', 'Balto-Slavic', 'Slavic', 'South Slavic', 'Eastern South Slavic', 'Bulgarian']",['Bulgarian dialects'],bul,bulg1262,L1: 7.6 million in Bulgaria (2011 census)[4]L1 + L2: c. 10 million in all countries (2023)[5],Data not available,BulgariaEuropean Union,"
Albania
Czech Republic[6]
Hungary[7]
Moldova
Romania[8]
Russia
Serbia
Turkey[9][10][11][12]
Ukraine
",https://en.wikipedia.org/wiki/Bulgarian_language,Bulgarian_language
863,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', ' (', 'Zone A', ')', 'Beti', 'Bulu']","['Bulu', 'Bene']",bum,bulu1251,"860,000 (2007)[1]",Cameroon,Data not available,Data not available,https://en.wikipedia.org/wiki/Bulu_language,Bulu_language
864,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mel', 'Bullom–Kissi', 'Bullom', 'Southern', 'Sherbro']",Data not available,bun,sher1258,"210,000 (2019)[1]",coast of Sierra Leone and Sherbro Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Sherbro_language,Sherbro_language
865,"['South Bougainville', '\nBuinic', 'Buin', 'Terei']",Data not available,buo,tere1278,"27,000 (2003)[1]",Bougainville,Data not available,Data not available,https://en.wikipedia.org/wiki/Terei_language,Terei_language
866,"['Austronesian', 'Malayo-Polynesian', 'Celebic', 'Muna–Buton', 'Munan', 'Busoa']",Data not available,bup,buso1238,"2,300 (2000)[1]",Buton Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Busoa_language,Busoa_language
867,"['Trans–New Guinea', '?\n', 'Madang', 'Croisilles', 'Isumrud', 'Dimir–Malas', 'Barem']",Data not available,buq,brem1238,"1,200 (2003)[1]","Sumgilbar Rural LLG, Madang Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Brem_language,Brem_language
868,"['Torricelli', 'Marienberg', 'Bungain–Forok', 'Bungain']",Data not available,but,bung1270,"3,600, including Forok (2003)[1]",East Sepik Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Bungain_language,Bungain_language
869,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', ' (', 'Zone D.30', ')', 'Nyali', ' (Budu–Ndaka)', 'Budu']",Data not available,buu,budu1250,"(180,000 cited 1991)[1]",Orientale Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Budu_language,Budu_language
870,"['Yuat', 'Bun']",Data not available,buv,bunn1240,480 (2003)[1],East Sepik Province,Data not available,Data not available,https://en.wikipedia.org/wiki/Bun_language,Bun_language
871,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone B', ')', 'Tsogo languages', ' (B.30)', 'Vove']",Data not available,buw,bubi1250,"4,000 (2007)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Vove_language,Vove_language
872,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Barawa (B.3)', 'Boghom languages', 'Boghom']",Data not available,bux,bogh1241,"(50,000 cited 1973)[1]",Plateau State,Data not available,Data not available,https://en.wikipedia.org/wiki/Boghom_language,Boghom_language
873,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mel', 'Bullom–Kissi', 'Bullom', 'Northern', 'Bullom So']",Data not available,buy,bull1247,"7,700 in Sierra Leone (2019)[1]Few in Guinea[1]","coast of Guinea, near the Sierra Leone border",Data not available,Data not available,https://en.wikipedia.org/wiki/Bullom_So_language,Bullom_So_language
874,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic B', 'Sokoro', ' (B.3)', 'Barein']",Data not available,bva,bara1406,"(4,100 cited 1993 census)[1]",south central,Data not available,Data not available,https://en.wikipedia.org/wiki/Barein_language,Barein_language
875,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Bantu', 'Mbam', '-Bube-', 'Jarawan', 'Bube']",Data not available,bvbtitle – inclusive codetitleIndividual code:titlebbxtitle – Bubia (Wovea),bube1242,"51,000 (2011)[1]",Data not available,Data not available,Equatorial Guinea,https://en.wikipedia.org/wiki/Bube_language,Bube_language
876,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Malaita', 'Malaita', 'Northern Malaita', 'Baelelea']",Data not available,bvc,bael1237,"(8,800 cited 1999)[1]",Malaita,Data not available,Data not available,https://en.wikipedia.org/wiki/Baelelea_language,Baelelea_language
877,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Malaita – San Cristobal', 'Malaita', 'Northern Malaita', 'Baeggu']",Data not available,bvd,baeg1237,"(5,900 cited 1999)[1]",Malaita Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Baeggu_language,Baeggu_language
878,"['Austronesian', 'Malayo-Polynesian', 'Malayo-Sumbawan', '\xa0?', 'Malayic', 'Berau']",Data not available,bve,bera1262,"11,000 (2007)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Berau_Malay_language,Berau_Malay_language
879,"['Afro-Asiatic', 'Chadic', 'East Chadic', 'East Chadic A', 'Miltu (A.1.2)', 'Boor']",Data not available,bvf,boor1242,(100 cited 1999)[1],south,Data not available,Data not available,https://en.wikipedia.org/wiki/Boor_language,Boor_language
880,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone A.10', ')', 'perhaps ', 'Sawabantu', '?', 'Bafo', '–Bonkeng', 'Bonkeng']",Data not available,bvg,bonk1243,"3,000 (2000)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bonkeng_language,Bonkeng_language
881,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bole–Angas', 'Bole–Tangale (A.2)', 'Bole', ' (North)', 'Bure']",Data not available,bvh,bure1242,20 (2011)[1],Bauchi State,Data not available,Data not available,https://en.wikipedia.org/wiki/Bure_language,Bure_language
882,"['Niger-Congo', 'Atlantic-Congo', 'Volta-Congo', 'Ubangian', 'Seri–Mba', 'Sere', 'Sere–Bviri', 'Belanda Viri']",Data not available,bvi,bela1255,"73,000 (2017)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Belanda_Viri_language,Belanda_Viri_language
883,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Cross River', 'Ogoni', 'West Ogoni', 'Baan']",Data not available,bvj,baan1241,"(5,000 cited 1990)[1]",Rivers State,Data not available,Data not available,https://en.wikipedia.org/wiki/Baan_language,Baan_language
884,"['Austronesian', 'Malayo-Polynesian', 'Greater North Borneo', 'Central Sarawak', 'Punan–Müller-Schwaner', 'Punan', 'Bukat']",Data not available,bvk,buka1261,(400 cited 1981)[1],West Kalimantan,Data not available,Data not available,https://en.wikipedia.org/wiki/Bukat_language,Bukat_language
885,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Grassfields', 'Ring', 'South', 'Munka']",Data not available,bvm,bamu1256,"31,000 (2008)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Munka_language,Munka_language
886,"['Torricelli', 'Marienberg', 'Buna']","['North Buna', 'South Buna']",bvn,buna1277,750 (2003)[1],"Marienberg Rural LLG, East Sepik Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Buna_language,Buna_language
887,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Mbum–Day', 'Bua', 'Bolgo']",Data not available,bvo,bolg1251,"(1,800 cited 1993 census)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bolgo_language,Bolgo_language
888,"['Austroasiatic', 'Khasi–Palaungic', 'Palaungic', 'Bit–Khang', 'Bumang']",Data not available,bvp,Data not available,200 (2007)[1],Yunnan,Data not available,Data not available,https://en.wikipedia.org/wiki/Bumang_language,Bumang_language
889,"['Nilo-Saharan', '?\n', 'Central Sudanic', 'Birri–', 'Kresh', 'Birri']","['Mboto', 'Munga']",bvq,birr1240,(200 cited 1996)[1]extinct in Sudan (1993)[1],Haut-Mbomou,Data not available,Data not available,https://en.wikipedia.org/wiki/Birri_language,Birri_language
890,"['Arnhem', '?\n', 'Maningrida', 'Burarra']","['Gun-narta (Gidjingaliya, Anbarra)', 'Gun-nartpa (Gudjarlabiya)', 'Gun-narda (Martay)']",bvr,bura1267,"1,229 (2021 census)[1]",Northern Territory,Data not available,Data not available,https://en.wikipedia.org/wiki/Burarra_language,Burarra_language
891,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern', 'Central Maluku', '\xa0?', 'East Central Maluku', 'Seran Laut', 'Bati']",Data not available,bvt,bati1253,"(3,500 cited 1989)[1]",Seram Island,Data not available,Data not available,https://en.wikipedia.org/wiki/Bati_language_(Indonesia),Bati_language_(Indonesia)
892,"['Arawakan', '\nNorthern', 'Upper Amazonian', 'Orinoco', 'Yavitero languages', 'Abane']",Data not available,bvv,bani1254,Data not available,Colombian border,Data not available,Data not available,https://en.wikipedia.org/wiki/Abane_language,Abane_language
893,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Tera', ' (A.1)', 'Boga']",Data not available,bvw,boga1251,"(10,000 cited 1990)[1]",Adamawa State,Data not available,Data not available,https://en.wikipedia.org/wiki/Boga_language,Boga_language
894,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C.10', ')', 'Ngondi–Ngiri', 'Bole']","['Dzeke', 'Kinami', 'Bouanila']",bvx,dibo1245,"4,000, incl. 800 monolinguals (2004)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bole_language_(Bantu),Bole_language_(Bantu)
895,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bisayan', 'Central Bisayan', 'Warayan', 'Baybay']",Data not available,bvy,bayb1234,"10,000 (2009)[1]","Baybay, Leyte",Data not available,Data not available,https://en.wikipedia.org/wiki/Baybay_language,Baybay_language
896,"['East Geelvink Bay', '\nBauzi–Demisa', 'Bauzi']",Data not available,bvz,bauz1241,"(1,500 cited 1991)[1]",Indonesian Papua,Data not available,Data not available,https://en.wikipedia.org/wiki/Bauzi_language,Bauzi_language
897,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Central Pacific', 'West Fijian – Rotuman', 'West Fijian', 'Namosi-Naitasiri-Serua']",Data not available,bwb,namo1248,"1,600 (2000)[1]","Namosi, Serua, Naitasiri provinces",Data not available,Data not available,https://en.wikipedia.org/wiki/Namosi-Naitasiri-Serua_language,Namosi-Naitasiri-Serua_language
898,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Bantu', ' (', 'Zone M', ')', 'Sabi', '?', 'Bwile']",Data not available,bwc,bwil1245,"32,000 (2002–2010)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bwile_language,Bwile_language
899,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Nuclear Papuan Tip', ""North Papuan Mainland – D'Entrecasteaux"", 'Bwaidoga', 'Bwaidoka']",Data not available,bwd,bwai1242,"6,500 (2000)[1]","Milne Bay Province (Goodenough Island, Fergusson Island)",Data not available,Data not available,https://en.wikipedia.org/wiki/Bwaidoka_language,Bwaidoka_language
900,"['Sino-Tibetan', '\n(', 'Tibeto-Burman', ')', 'Karen languages', 'Sgaw–Bghai', 'Bghai', 'Bwe']",Data not available,bwe,bwek1238,"(17,000 cited 1997)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bwe_Karen_language,Bwe_Karen_language
901,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'Papuan Tip', 'Nuclear Papuan Tip', ""North Papuan Mainland – D'Entrecasteaux"", 'Dobu–Duau', 'Boselewa']",Data not available,bwf,bose1237,880 (2011 census)[1],"Fergusson Island, Milne Bay Province",Data not available,Data not available,https://en.wikipedia.org/wiki/Boselewa_language,Boselewa_language
902,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Beboid', '?', 'Furu', '?', 'Bishuo']",Data not available,bwh,bish1246,Data not available,Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bishuo_language,Bishuo_language
903,"['Arawakan', '\nNorthern', 'Upper Amazon', 'Eastern Nawiki', 'Karu']","['Carútana-Baniwa', 'Hohôdene (Katapolitana)', 'Siusy-Tapuya (Seuci)', 'Ipeka-Tapuia', 'Curripaco (', 'Wakuénai', ')', 'Unhun (Katapolitana, Enhen)', 'Waliperi', 'Mapanai', 'Moriwene']",Either:titlebwititle – Baniwatitlekpctitle – Curripako,bani1259title  Baniwa-Curripaco,"12,000 (2001–2007)[1]",Data not available, Brazil (São Gabriel da Cachoeira),Data not available,https://en.wikipedia.org/wiki/Karu_language,Karu_language
904,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Gur', 'Northern Gur', 'Bwa', 'Láá Láá Bwamu']",Data not available,bwj,laal1241,"69,000 (2000)[1]",Burkina Faso,Data not available,Data not available,https://en.wikipedia.org/wiki/L%C3%A1%C3%A1_L%C3%A1%C3%A1_Bwamu_language,L%C3%A1%C3%A1_L%C3%A1%C3%A1_Bwamu_language
905,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', 'Buja–Ngombe', '?', 'Bwela']",Data not available,bwl,bwel1238,"8,400 (2002)[1]",Data not available,Data not available,Data not available,https://en.wikipedia.org/wiki/Bwela_language,Bwela_language
906,"['Yuat', 'Mundugumor']",Data not available,bwm,biwa1243,"3,000 (2003)[1]","East Sepik Province, Papua New Guinea",Data not available,Data not available,https://en.wikipedia.org/wiki/Mundugumor_language,Mundugumor_language
907,"['Hmong–Mien', 'Hmongic', 'Bahengic', 'Hm Nai']",Data not available,bwn,wuna1248,"5,800 (2002)[1]",Hunan,Data not available,Data not available,https://en.wikipedia.org/wiki/Hm_Nai_language,Hm_Nai_language
908,"['Afro-Asiatic', 'Omotic', 'North', 'Gonga', 'Shinasha']","['Amuru', 'Wenbera', 'Gamila', 'Guba']",bwo,boro1277,"36,000 (2007 census)[2][3]",Ethiopia,Data not available,Data not available,https://en.wikipedia.org/wiki/Shinasha_language,Shinasha_language
909,"['Afro-Asiatic', 'Chadic', 'Biu–Mandara', 'Bura–Higi', 'Bura languages', ' (A.2)', 'Bura']",Data not available,bwr,bura1292,"510,000 (2020)[1]","Borno State, Adamawa State, Yobe State, Gombe State",Data not available,Data not available,https://en.wikipedia.org/wiki/Bura_language,Bura_language
