Name in English,Number of speakers,Degree of endangerment,Wikipedia URL
Waiwai (Guyana),240,Vulnerable,
As,230,Vulnerable,https://en.wikipedia.org/wiki/As
Siglitun,230,Severely endangered,https://en.wikipedia.org/wiki/Siglitun
K'iche' (Mexico),226,Definitely endangered,
Paipai,226,Severely endangered,https://en.wikipedia.org/wiki/Paipai
Garuwahi,225,Definitely endangered,
Picuris,225,Vulnerable,"https://en.wikipedia.org/wiki/Picuris_Pueblo,_New_Mexico"
Neku,221,Severely endangered,https://en.wikipedia.org/wiki/Neku
Tiri,221,Definitely endangered,https://en.wikipedia.org/wiki/Tiri
Danisi,220,Critically endangered,
Emplawas,220,Definitely endangered,https://en.wikipedia.org/wiki/Emplawas_language
Mixtec of the northeast lowlands,220,Severely endangered,https://en.wikipedia.org/wiki/Soyaltepec_Mixtec
Musom,219,Definitely endangered,https://en.wikipedia.org/wiki/Musom_language
Pwaamèi,219,Definitely endangered,
"Zapotec of the Valleys, west",211,Definitely endangered,https://en.wikipedia.org/wiki/Asunci%C3%B3n_Mixtepec_Zapotec
Karo,208,Vulnerable,https://en.wikipedia.org/wiki/Karo
Cocopa (Mexico),206,Definitely endangered,
Korúbo,205,Vulnerable,
Aja,200,Critically endangered,https://en.wikipedia.org/wiki/Aja
Antakirinya,200,Definitely endangered,
Bana,200,Severely endangered,https://en.wikipedia.org/wiki/Bana
Baras,200,Severely endangered,https://en.wikipedia.org/wiki/Baras
Batak,200,Definitely endangered,https://en.wikipedia.org/wiki/Batak
Birri,200,Critically endangered,https://en.wikipedia.org/wiki/Birri
Bonggo,200,Severely endangered,https://en.wikipedia.org/wiki/Bonggo
Central Siberian Yupik (Chukotka),200,Severely endangered,
Chawte,200,Definitely endangered,
Che Wong,200,Definitely endangered,
Defaka,200,Critically endangered,https://en.wikipedia.org/wiki/Defaka
Doga,200,Definitely endangered,https://en.wikipedia.org/wiki/Doga
Dorig,200,Definitely endangered,https://en.wikipedia.org/wiki/Dorig_language
Dukha,200,Severely endangered,https://en.wikipedia.org/wiki/Dukha_people
Emae,200,Vulnerable,https://en.wikipedia.org/wiki/Emae
Erokwanas,200,Vulnerable,https://en.wikipedia.org/wiki/Erokwanas_language
Gowro,200,Severely endangered,https://en.wikipedia.org/wiki/Gowro_language
Hayu,200,Critically endangered,https://en.wikipedia.org/wiki/Hayu
Hidatsa,200,Definitely endangered,https://en.wikipedia.org/wiki/Hidatsa
Ingrian,200,Severely endangered,https://en.wikipedia.org/wiki/Ingrian
Iwaidja,200,Vulnerable,https://en.wikipedia.org/wiki/Iwaidja_people
Kadai,200,Definitely endangered,https://en.wikipedia.org/wiki/Kadai
Kao,200,Definitely endangered,https://en.wikipedia.org/wiki/Kao
Karo,200,Critically endangered,https://en.wikipedia.org/wiki/Karo
Kelo,200,Critically endangered,https://en.wikipedia.org/wiki/Kelo
Kokota,200,Vulnerable,https://en.wikipedia.org/wiki/Kokota
Koneraw,200,Vulnerable,https://en.wikipedia.org/wiki/Koneraw_language
Koroshi,200,Critically endangered,https://en.wikipedia.org/wiki/Koroshi
Magori,200,Vulnerable,https://en.wikipedia.org/wiki/Magori_language
Maung,200,Vulnerable,https://en.wikipedia.org/wiki/Maung
Mehináku,200,Vulnerable,https://en.wikipedia.org/wiki/Mehinaku
Moghol,200,Critically endangered,https://en.wikipedia.org/wiki/Mogol
Ningalami,200,Severely endangered,https://en.wikipedia.org/wiki/Nangalami_language
Northern Alta,200,Severely endangered,https://en.wikipedia.org/wiki/Northern_Alta_language
Numbani,200,Vulnerable,
Nung Ven,200,Vulnerable,https://en.wikipedia.org/wiki/En_language
Ongamo,200,Critically endangered,
Orejón,200,Severely endangered,https://en.wikipedia.org/wiki/Enterolobium_cyclocarpum
Pacific Gulf Yupik,200,Severely endangered,https://en.wikipedia.org/wiki/Alutiiq_language
Pipil,200,Critically endangered,https://en.wikipedia.org/wiki/Pipil
Saisiyat,200,Severely endangered,https://en.wikipedia.org/wiki/Saisiyat
Sauk-Fox,200,Critically endangered,
Sepa,200,Vulnerable,https://en.wikipedia.org/wiki/SEPA
Shark Bay,200,Vulnerable,https://en.wikipedia.org/wiki/Shark_Bay
Southern Chocho,200,Severely endangered,https://en.wikipedia.org/wiki/Chocho_language
Theen,200,Severely endangered,https://en.wikipedia.org/wiki/Theen_language
Töitschu,200,Severely endangered,https://en.wikipedia.org/wiki/Walser_German
|Xaise,200,Critically endangered,
Beaver,195,Definitely endangered,https://en.wikipedia.org/wiki/Beaver
Nootka,185,Severely endangered,https://en.wikipedia.org/wiki/Nootka
Tipai (Mexico),184,Severely endangered,
Uru-eu-au-au,183,Vulnerable,
Eastern Chocho,181,Severely endangered,https://en.wikipedia.org/wiki/Chocho_language
Bahonsuai,180,Definitely endangered,https://en.wikipedia.org/wiki/Bahonsuai_language
Bedoanas,180,Vulnerable,https://en.wikipedia.org/wiki/Bedoanas_language
Jarawára,180,Vulnerable,
Keder,180,Severely endangered,
Straits Salish,180,Severely endangered,https://en.wikipedia.org/wiki/North_Straits_Salish_language
Zo'é,177,Vulnerable,https://en.wikipedia.org/wiki/Zo%27%C3%A9
Central Ojibwe,175,Definitely endangered,
Kuurinji,175,Definitely endangered,
Mwatebu,166,Definitely endangered,https://en.wikipedia.org/wiki/Mwatebu_language
Zazao,166,Critically endangered,https://en.wikipedia.org/wiki/Zazao_language
"Zapotec of the Southern mountains, northwest lowlands",164,Definitely endangered,
Pije,161,Severely endangered,https://en.wikipedia.org/wiki/Pije_language
Aweti,160,Vulnerable,https://en.wikipedia.org/wiki/Aweti
Koro,160,Definitely endangered,https://en.wikipedia.org/wiki/Koro
Meriam Mir,160,Definitely endangered,https://en.wikipedia.org/wiki/Meriam_language
Onjab,160,Vulnerable,
Tsimshian,160,Critically endangered,https://en.wikipedia.org/wiki/Tsimshian
Chihuahua Lower Pima,159,Definitely endangered,https://en.wikipedia.org/wiki/Pima_Bajo_language
Sonora Lower Pima,159,Severely endangered,https://en.wikipedia.org/wiki/Pima_Bajo_language
Kaska,155,Severely endangered,https://en.wikipedia.org/wiki/Kaska_Dena
Aikana,150,Definitely endangered,https://en.wikipedia.org/wiki/Aikana
Aleut (Eastern),150,Critically endangered,
Aleut (Western),150,Severely endangered,
Amblong,150,Definitely endangered,https://en.wikipedia.org/wiki/Amblong_language
Arguni,150,Vulnerable,https://en.wikipedia.org/wiki/Arguni_language
Assiniboine (United States of America),150,Critically endangered,
Baki,150,Vulnerable,https://en.wikipedia.org/wiki/Baki
Cacua,150,Severely endangered,https://en.wikipedia.org/wiki/Kakwa_language
Camarines Norte Agta,150,Severely endangered,https://en.wikipedia.org/wiki/Manide_language
Cubeo (Brazil),150,Definitely endangered,
Gwich'in (United States of America),150,Severely endangered,
Hiw,150,Definitely endangered,https://en.wikipedia.org/wiki/HIW
Katxuyana-Xikuyána,150,Vulnerable,
Ket,150,Severely endangered,https://en.wikipedia.org/wiki/Ket
Koyukon,150,Critically endangered,https://en.wikipedia.org/wiki/Koyukon
Malmariv,150,Vulnerable,
Mt. Iraya Agta,150,Definitely endangered,https://en.wikipedia.org/wiki/Mount_Iraya_Agta_language
Ocaina (Peru),150,Critically endangered,
Papapana,150,Definitely endangered,https://en.wikipedia.org/wiki/Papapana_language
Quechan,150,Definitely endangered,https://en.wikipedia.org/wiki/Quechan
Southern Ayta,150,Critically endangered,
Tundra Yukagir,150,Critically endangered,
Tupari,150,Definitely endangered,https://en.wikipedia.org/wiki/Tupari_language
Wari,150,Definitely endangered,https://en.wikipedia.org/wiki/Wari
Yavapai,150,Severely endangered,https://en.wikipedia.org/wiki/Yavapai
Mlabri,149,Definitely endangered,https://en.wikipedia.org/wiki/Mlabri
Negidal,147,Critically endangered,https://en.wikipedia.org/wiki/Negidals
Suarmin,145,Definitely endangered,https://en.wikipedia.org/wiki/Suarmin_language
Kickapoo (Mexico),144,Critically endangered,
Wab,142,Vulnerable,https://en.wikipedia.org/wiki/WAB
Motocintlec,141,Critically endangered,https://en.wikipedia.org/wiki/Motozintleco
Dengalu,140,Definitely endangered,
Dimbong,140,Critically endangered,https://en.wikipedia.org/wiki/Kaalong_language
Kunbarlang,140,Severely endangered,https://en.wikipedia.org/wiki/Gambalang
Machineri (Bolivia),140,Severely endangered,
Taworta,140,Vulnerable,https://en.wikipedia.org/wiki/Taworta_language
ǂHoa,140,Critically endangered,
Handuri,138,Critically endangered,
Suruahá,136,Vulnerable,https://en.wikipedia.org/wiki/Zuruah%C3%A3
Kutenai,135,Severely endangered,https://en.wikipedia.org/wiki/Kutenai
Nauna,130,Vulnerable,https://en.wikipedia.org/wiki/Nauna
Okanagan,130,Definitely endangered,https://en.wikipedia.org/wiki/Okanagan
Piu,130,Definitely endangered,https://en.wikipedia.org/wiki/Piu
Ocaina (Colombia),126,Severely endangered,
Yuki,125,Severely endangered,https://en.wikipedia.org/wiki/Yuki
Asurini do Xingu,124,Vulnerable,
Nahukwa,124,Definitely endangered,
Aputai,120,Critically endangered,https://en.wikipedia.org/wiki/Wetarese_language
Budibud,120,Vulnerable,https://en.wikipedia.org/wiki/Budibud_language
Capanahua,120,Severely endangered,https://en.wikipedia.org/wiki/Shipibo_language
Dâw,120,Vulnerable,https://en.wikipedia.org/wiki/D%C3%A2w
Ili Turk,120,Severely endangered,
Lamu,120,Critically endangered,https://en.wikipedia.org/wiki/Lamu
Obokuitai,120,Vulnerable,https://en.wikipedia.org/wiki/Obokuitai_language
Polonomombauk,120,Definitely endangered,
Samre,120,Critically endangered,https://en.wikipedia.org/wiki/Samre
Tutuba,120,Definitely endangered,https://en.wikipedia.org/wiki/Tutuba
Northern Tutchone,115,Definitely endangered,https://en.wikipedia.org/wiki/Northern_Tutchone
Dubu,110,Vulnerable,https://en.wikipedia.org/wiki/Tofu
Haisla,110,Critically endangered,https://en.wikipedia.org/wiki/Haisla
Heiltsuk,105,Critically endangered,https://en.wikipedia.org/wiki/Heiltsuk
Kwegu,103,Critically endangered,https://en.wikipedia.org/wiki/Kwegu
Adnyamathanha,100,Definitely endangered,https://en.wikipedia.org/wiki/Adnyamathanha
Ainbai,100,Severely endangered,https://en.wikipedia.org/wiki/Ainbai_language
Arem,100,Severely endangered,https://en.wikipedia.org/wiki/Arem
Banawá Yafi,100,Vulnerable,
Bara (Colombia),100,Critically endangered,
Bikaru,100,Severely endangered,https://en.wikipedia.org/wiki/Nete_language
Boor,100,Critically endangered,https://en.wikipedia.org/wiki/Boor
Burate,100,Severely endangered,https://en.wikipedia.org/wiki/Burate_language
Callahuaya,100,Critically endangered,https://en.wikipedia.org/wiki/Kallawaya_language
Comanche,100,Severely endangered,https://en.wikipedia.org/wiki/Comanche
Dabra,100,Vulnerable,"https://en.wikipedia.org/wiki/Dabra,_Madhya_Pradesh"
Djinang,100,Definitely endangered,https://en.wikipedia.org/wiki/Djinang
Dulbu,100,Critically endangered,https://en.wikipedia.org/wiki/Dulbu_language
Ghomara,100,Critically endangered,https://en.wikipedia.org/wiki/Ghomara
Itelmen,100,Critically endangered,https://en.wikipedia.org/wiki/Itelmens
Jebero,100,Critically endangered,https://en.wikipedia.org/wiki/Jebero_language
Jilbe,100,Critically endangered,https://en.wikipedia.org/wiki/Jilbe_language
Kalamo,100,Severely endangered,https://en.wikipedia.org/wiki/Kalamo
Kanowit,100,Severely endangered,https://en.wikipedia.org/wiki/Kanowit
Karas,100,Severely endangered,https://en.wikipedia.org/wiki/Karas
Kiong,100,Critically endangered,https://en.wikipedia.org/wiki/Kiong
Kofei,100,Severely endangered,https://en.wikipedia.org/wiki/Kofei_language
Likum,100,Definitely endangered,https://en.wikipedia.org/wiki/Likum_language
Maricopa,100,Severely endangered,https://en.wikipedia.org/wiki/Maricopa
Mohave (Arizona),100,Severely endangered,
Mohave (California),100,Severely endangered,
Molo,100,Critically endangered,https://en.wikipedia.org/wiki/Molo
Mulao,100,Severely endangered,https://en.wikipedia.org/wiki/Mulao
Mvanip,100,Critically endangered,https://en.wikipedia.org/wiki/Mvanip_language
Nafi,100,Severely endangered,https://en.wikipedia.org/wiki/Nafi
Nemadi,100,Critically endangered,
Ninam (Venezuela),100,Vulnerable,
Omagua (Peru),100,Critically endangered,
Oroch,100,Critically endangered,https://en.wikipedia.org/wiki/Oroch
Oroha,100,Severely endangered,https://en.wikipedia.org/wiki/Oroha
Pauwi,100,Vulnerable,https://en.wikipedia.org/wiki/Yoke_language
Piame,100,Severely endangered,https://en.wikipedia.org/wiki/Piame_language
Pyu,100,Severely endangered,https://en.wikipedia.org/wiki/Pyu
Ruga,100,Critically endangered,https://en.wikipedia.org/wiki/Ruga
Sahaptin,100,Severely endangered,https://en.wikipedia.org/wiki/Sahaptin
Samatao,100,Critically endangered,https://en.wikipedia.org/wiki/Samu_language
Seneca (United States of America),100,Severely endangered,
Senggi,100,Vulnerable,https://en.wikipedia.org/wiki/Viid_language
Shawnee,100,Severely endangered,https://en.wikipedia.org/wiki/Shawnee
Shiwiar,100,Severely endangered,https://en.wikipedia.org/wiki/Shiwiar_language
Shompen,100,Critically endangered,https://en.wikipedia.org/wiki/Shompen_people
Soo,100,Critically endangered,https://en.wikipedia.org/wiki/Soo
Tai Nora,100,Critically endangered,
Tai Rong,100,Critically endangered,
Tangam,100,Critically endangered,https://en.wikipedia.org/wiki/Tangam_language
Tariana (Brazil),100,Critically endangered,
Tirahi,100,Critically endangered,https://en.wikipedia.org/wiki/Tirahi
"Ute (Colorado, Southern Ute)",100,Severely endangered,
Vehes,100,Severely endangered,https://en.wikipedia.org/wiki/Vehes_language
Wik Ngathan,100,Definitely endangered,https://en.wikipedia.org/wiki/Wik-Ngathan_language
Xokleng,100,Critically endangered,https://en.wikipedia.org/wiki/Xokleng
Yangkam,100,Critically endangered,https://en.wikipedia.org/wiki/Yangkam_language
Yarawata,98,Severely endangered,https://en.wikipedia.org/wiki/Yarawata_language
O'odham (Mexico),94,Definitely endangered,
Samosa,94,Severely endangered,https://en.wikipedia.org/wiki/Samosa
Mindiri,93,Severely endangered,https://en.wikipedia.org/wiki/Mindiri_language
Usu,93,Severely endangered,https://en.wikipedia.org/wiki/USU
Iteri,90,Severely endangered,https://en.wikipedia.org/wiki/Iteri_language
Ngarinyin,90,Definitely endangered,https://en.wikipedia.org/wiki/Ngarinyin
Repanbitip,90,Definitely endangered,https://en.wikipedia.org/wiki/Lendamboi_language
Tofanma,90,Vulnerable,https://en.wikipedia.org/wiki/Tofanma_language
Taiap,89,Severely endangered,https://en.wikipedia.org/wiki/Tayap_language
Kusunda,87,Critically endangered,https://en.wikipedia.org/wiki/Kusunda
Patamona (Brazil),87,Vulnerable,
Xiri,87,Critically endangered,https://en.wikipedia.org/wiki/Khoemana
Narau,85,Severely endangered,https://en.wikipedia.org/wiki/Narau
Ak,83,Severely endangered,https://en.wikipedia.org/wiki/Ak
Araona,81,Severely endangered,https://en.wikipedia.org/wiki/Araona_language
Ari,80,Severely endangered,https://en.wikipedia.org/wiki/Ari
Assiniboine (Canada),80,Critically endangered,
Dorro,80,Severely endangered,
Gong,80,Severely endangered,https://en.wikipedia.org/wiki/Gong
Itik,80,Vulnerable,https://en.wikipedia.org/wiki/Itik_language
Mari,80,Severely endangered,https://en.wikipedia.org/wiki/Mari
Pwapwa,80,Severely endangered,https://en.wikipedia.org/wiki/Pwapw%C3%A2_language
Somm,80,Definitely endangered,https://en.wikipedia.org/wiki/Somm
Tobati,80,Severely endangered,https://en.wikipedia.org/wiki/Tobat%C3%AD
Moré,76,Critically endangered,https://en.wikipedia.org/wiki/More
Mores,75,Severely endangered,https://en.wikipedia.org/wiki/Mores
Musan,75,Severely endangered,https://en.wikipedia.org/wiki/Musan_County
Papi,75,Severely endangered,https://en.wikipedia.org/wiki/Papi
Sarcee,75,Critically endangered,https://en.wikipedia.org/wiki/Tsuut%CA%BCina_Nation
Sekani,75,Critically endangered,https://en.wikipedia.org/wiki/Sekani
Arawun,73,Severely endangered,"https://en.wikipedia.org/wiki/Araban,_Dorud"
Siriano (Brazil),71,Vulnerable,
Teko,71,Severely endangered,https://en.wikipedia.org/wiki/Teko
Anus,70,Severely endangered,https://en.wikipedia.org/wiki/Anus
Awera,70,Vulnerable,https://en.wikipedia.org/wiki/Awera_language
Boruca,70,Critically endangered,https://en.wikipedia.org/wiki/Boruca
Doutai,70,Severely endangered,https://en.wikipedia.org/wiki/Doutai_language
East Cape Yupik,70,Critically endangered,
Iresim,70,Severely endangered,https://en.wikipedia.org/wiki/Yeresiam_language
Mafea,70,Definitely endangered,https://en.wikipedia.org/wiki/Mavea_language
Vilamovian,70,Severely endangered,https://en.wikipedia.org/wiki/Wymysorys_language
Western Chocho,70,Severely endangered,https://en.wikipedia.org/wiki/Chocho_language
Yankunytjatjara,70,Definitely endangered,https://en.wikipedia.org/wiki/Yankunytjatjara
Yanyuwa,70,Severely endangered,https://en.wikipedia.org/wiki/Yanyuwa
Yapunda,69,Severely endangered,https://en.wikipedia.org/wiki/Yapunda_language
Bothar,68,Severely endangered,https://en.wikipedia.org/wiki/B%C3%B3thar
Kari'ña (Brazil),66,Definitely endangered,
Ritharrngu,66,Definitely endangered,https://en.wikipedia.org/wiki/Ritharrngu
Northern Straits Salish,65,Critically endangered,https://en.wikipedia.org/wiki/North_Straits_Salish_language
Sumariup,65,Severely endangered,https://en.wikipedia.org/wiki/Sumariup_language
Ixil (Mexico),64,Critically endangered,
Orok,64,Critically endangered,https://en.wikipedia.org/wiki/Orok
Carapana (Brazil),63,Severely endangered,
Yan-nhangu,61,Definitely endangered,https://en.wikipedia.org/wiki/Yan-nha%C5%8Bu
Atemble,60,Definitely endangered,https://en.wikipedia.org/wiki/Mand_language
Bagupi,60,Definitely endangered,https://en.wikipedia.org/wiki/Bagupi_language
Carapana (Colombia),60,Definitely endangered,
Gooniyandi,60,Severely endangered,https://en.wikipedia.org/wiki/Gooniyandi
Gurrgoni,60,Vulnerable,
Kija,60,Severely endangered,https://en.wikipedia.org/wiki/Kija
Montana Salish,60,Critically endangered,https://en.wikipedia.org/wiki/Salish%E2%80%93Spokane%E2%80%93Kalispel_language
Ngangikurunggurr,60,Severely endangered,
Olultecan,60,Severely endangered,https://en.wikipedia.org/wiki/Oluta_Popoluca
Senaya,60,Critically endangered,https://en.wikipedia.org/wiki/Christian_Neo-Aramaic_dialect_of_Senaya
Tahltan,60,Critically endangered,https://en.wikipedia.org/wiki/Tahltan
Tembé,60,Severely endangered,https://en.wikipedia.org/wiki/Temb%C3%A9
Mosimo,58,Severely endangered,https://en.wikipedia.org/wiki/Mossimo
Tapayuna,58,Severely endangered,
Bepour,57,Severely endangered,https://en.wikipedia.org/wiki/Bepour_language
Faita,57,Severely endangered,https://en.wikipedia.org/wiki/Faita
Teribe (Costa Rica),57,Critically endangered,
Kiliwa,56,Critically endangered,https://en.wikipedia.org/wiki/Kiliwa
Moere,56,Severely endangered,https://en.wikipedia.org/wiki/Moere
Baure,55,Critically endangered,https://en.wikipedia.org/wiki/Baure
Southern Haida,55,Critically endangered,https://en.wikipedia.org/wiki/Haida_language
Tlingit (Canada),55,Critically endangered,
Upper Tanana (United States of America),55,Critically endangered,
Zapotec of Asunción Tlacolulita,53,Critically endangered,https://en.wikipedia.org/wiki/Tlacolulita_Zapotec
Trumai,51,Critically endangered,https://en.wikipedia.org/wiki/Trumai
Arabela,50,Severely endangered,https://en.wikipedia.org/wiki/Arabela
Arha,50,Critically endangered,https://en.wikipedia.org/wiki/Arha
Banjima,50,Severely endangered,https://en.wikipedia.org/wiki/Panyjima
Bella Coola,50,Critically endangered,https://en.wikipedia.org/wiki/Bella_Coola
Budong-Budong,50,Critically endangered,https://en.wikipedia.org/wiki/Budong-Budong_language
Bulgebi,50,Definitely endangered,https://en.wikipedia.org/wiki/Bulgebi_language
Chiquitano (Brazil),50,Critically endangered,
Forest Yukagir,50,Critically endangered,
Gorovu,50,Severely endangered,https://en.wikipedia.org/wiki/Gorovu_language
Iduh (Lao PDR),50,Critically endangered,
Karaim (Lithuania),50,Severely endangered,
Kasong,50,Critically endangered,
Kayupulau,50,Critically endangered,https://en.wikipedia.org/wiki/Kayupulau_language
Lolak,50,Critically endangered,https://en.wikipedia.org/wiki/Lolak_language
Maku'a,50,Critically endangered,https://en.wikipedia.org/wiki/Makuva_language
Makurap,50,Severely endangered,https://en.wikipedia.org/wiki/Makurap_language
Miriwoong,50,Critically endangered,https://en.wikipedia.org/wiki/Miriwoong_people
Moraori,50,Severely endangered,
Nakkara,50,Severely endangered,https://en.wikipedia.org/wiki/Nakkara_language
Ngarinman,50,Severely endangered,https://en.wikipedia.org/wiki/Ngarinman
Norfolk-Pitcairn (Pitcairn),50,Vulnerable,
Omaha-Ponca,50,Critically endangered,https://en.wikipedia.org/wiki/Omaha%E2%80%93Ponca_language
Omotik,50,Critically endangered,https://en.wikipedia.org/wiki/Omotik_language
Onge,50,Critically endangered,https://en.wikipedia.org/wiki/Onge
Patua,50,Critically endangered,https://en.wikipedia.org/wiki/Patua
Paulohi,50,Critically endangered,https://en.wikipedia.org/wiki/Paulohi_language
Potawatomi (Kansas),50,Critically endangered,
Potawatomi (Michigan),50,Critically endangered,
Potawatomi (Oklahoma),50,Critically endangered,
Potawatomi (Wisconsin),50,Critically endangered,
Salas,50,Severely endangered,https://en.wikipedia.org/wiki/Salas
Samray,50,Critically endangered,"https://en.wikipedia.org/wiki/Samre,_Bangkok"
Sapé,50,Critically endangered,https://en.wikipedia.org/wiki/Sape
Sentilese,50,Critically endangered,
Sian,50,Severely endangered,https://en.wikipedia.org/wiki/Sian
Tambotalo,50,Severely endangered,https://en.wikipedia.org/wiki/Tambotalo_language
Tanacross,50,Critically endangered,https://en.wikipedia.org/wiki/Tanacross_language
Tanaina,50,Severely endangered,https://en.wikipedia.org/wiki/Tanaina
Tanimbili,50,Severely endangered,https://en.wikipedia.org/wiki/Tanimbili_language
Warumungu,50,Severely endangered,https://en.wikipedia.org/wiki/Warumungu
Zapotec of San Felipe Tejalapan,50,Critically endangered,https://en.wikipedia.org/wiki/Tejalapan_Zapotec
Tench,49,Critically endangered,https://en.wikipedia.org/wiki/Tench
Mudburra,48,Severely endangered,https://en.wikipedia.org/wiki/Mudburra
Nunggubuyu,44,Severely endangered,https://en.wikipedia.org/wiki/Nunggubuyu
Dumun,42,Critically endangered,https://en.wikipedia.org/wiki/Dumun
Kudu-Camo,42,Critically endangered,https://en.wikipedia.org/wiki/Kudu-Camo_language
Asumboa,40,Severely endangered,https://en.wikipedia.org/wiki/Asumbuo_language
Bunuba,40,Severely endangered,https://en.wikipedia.org/wiki/Bunuba
Chamacoco,40,Critically endangered,https://en.wikipedia.org/wiki/Chamacoco
Garrwa,40,Severely endangered,https://en.wikipedia.org/wiki/Garrwa
Gumbaynggirr,40,Critically endangered,https://en.wikipedia.org/wiki/Gumbaynggirr
Maremgi,40,Definitely endangered,https://en.wikipedia.org/wiki/Dineor_language
Mono (Western),40,Critically endangered,
Southern Tutchone,40,Critically endangered,https://en.wikipedia.org/wiki/Southern_Tutchone
Tipai (United States of America),40,Severely endangered,
Tofa,40,Critically endangered,https://en.wikipedia.org/wiki/Tofa
Udege,40,Critically endangered,https://en.wikipedia.org/wiki/Udege
Yoki,40,Severely endangered,https://en.wikipedia.org/wiki/Yoki
Noy,36,Critically endangered,https://en.wikipedia.org/wiki/Noy
Chulym Turk,35,Critically endangered,
Kapori,35,Critically endangered,https://en.wikipedia.org/wiki/Kapori_language
Kaqchikel (Mexico),35,Critically endangered,
Menominee,35,Critically endangered,https://en.wikipedia.org/wiki/Menominee
Quechua of Pacaraos,35,Critically endangered,
Turaka,35,Critically endangered,https://en.wikipedia.org/wiki/Turaka_language
Barasana (Brazil),34,Severely endangered,
Bilakura,34,Critically endangered,https://en.wikipedia.org/wiki/Karian_language
Macuna (Brazil),32,Vulnerable,
Jarawa,31,Critically endangered,https://en.wikipedia.org/wiki/Jarawa
Kowaki,31,Critically endangered,https://en.wikipedia.org/wiki/Kowaki_language
Kri,31,Severely endangered,https://en.wikipedia.org/wiki/Kri
Mawak,31,Critically endangered,https://en.wikipedia.org/wiki/Mawak_language
Alabat Island Agta,30,Critically endangered,https://en.wikipedia.org/wiki/Inagta_Alabat_language
Amahai,30,Critically endangered,https://en.wikipedia.org/wiki/Amahai
Bardi,30,Severely endangered,https://en.wikipedia.org/wiki/Bardi
Cahuilla,30,Critically endangered,https://en.wikipedia.org/wiki/Cahuilla
Cambap,30,Critically endangered,
Carijona,30,Critically endangered,https://en.wikipedia.org/wiki/Carijona
Chintaw,30,Critically endangered,
Comox/Sliammon,30,Critically endangered,
Djeoromitxi,30,Severely endangered,https://en.wikipedia.org/wiki/Djeoromitx%C3%AD_language
Duriankere,30,Critically endangered,https://en.wikipedia.org/wiki/Duriankari_language
Goundo,30,Critically endangered,https://en.wikipedia.org/wiki/Goundo_language
Kawucha,30,Critically endangered,
Kwerisa,30,Critically endangered,https://en.wikipedia.org/wiki/Kwerisa_language
Mono (Eastern),30,Critically endangered,
Ngalkbun,30,Severely endangered,https://en.wikipedia.org/wiki/Dalabon_language
Punan Batu,30,Critically endangered,
Rama,30,Critically endangered,https://en.wikipedia.org/wiki/Rama
Sia Pedee,30,Critically endangered,
Ske,30,Severely endangered,https://en.wikipedia.org/wiki/Ske
Valley Yokuts,30,Severely endangered,https://en.wikipedia.org/wiki/Valley_Yokuts
Warnman,30,Severely endangered,https://en.wikipedia.org/wiki/Warnman_language
Wik Ngencherr,30,Severely endangered,
Wiradjuri,30,Critically endangered,https://en.wikipedia.org/wiki/Wiradjuri
Malinaltepec Tlapanec,29,Vulnerable,https://en.wikipedia.org/wiki/Tlapanec_language
Ahtna,25,Critically endangered,https://en.wikipedia.org/wiki/Ahtna
Bieria,25,Critically endangered,https://en.wikipedia.org/wiki/Bieria_language
Caddo,25,Critically endangered,https://en.wikipedia.org/wiki/Caddo
Columbian,25,Critically endangered,https://en.wikipedia.org/wiki/Columbian
Iquito,25,Critically endangered,https://en.wikipedia.org/wiki/Iquito_language
Kwazá,25,Critically endangered,https://en.wikipedia.org/wiki/Kwaza
Marrithiyel,25,Critically endangered,https://en.wikipedia.org/wiki/Marrithiyel
Massep,25,Critically endangered,https://en.wikipedia.org/wiki/Massep_language
Mor,25,Severely endangered,https://en.wikipedia.org/wiki/MOR
Pisamira,25,Critically endangered,https://en.wikipedia.org/wiki/Pisamira_language
Sakurabiat,25,Severely endangered,
Surel,25,Critically endangered,https://en.wikipedia.org/wiki/Surel
Upper Kuskokwim,25,Critically endangered,https://en.wikipedia.org/wiki/Upper_Kuskokwim_people
Zumaya,25,Critically endangered,https://en.wikipedia.org/wiki/Zumaia
Kashaya,24,Critically endangered,https://en.wikipedia.org/wiki/Kashaya
Kavalan,24,Critically endangered,https://en.wikipedia.org/wiki/Kavalan
Wardaman,24,Severely endangered,https://en.wikipedia.org/wiki/Wardaman
Washo,24,Severely endangered,https://en.wikipedia.org/wiki/Washoe
Kuku Yalanji,23,Severely endangered,https://en.wikipedia.org/wiki/Kuku_Yalanji
Sām,23,Severely endangered,https://en.wikipedia.org/wiki/S%C4%81m
Southwestern Tlapanec,23,Vulnerable,https://en.wikipedia.org/wiki/Tlapanec_language
Alawa,22,Critically endangered,https://en.wikipedia.org/wiki/Alawa
Tobian,22,Critically endangered,https://en.wikipedia.org/wiki/Tobian_language
Bara (Brazil),21,Vulnerable,
Ixcatec,21,Critically endangered,https://en.wikipedia.org/wiki/Ixcatec
Añu,20,Critically endangered,https://en.wikipedia.org/wiki/Tropaeolum_tuberosum
Barzani Jewish Neo-Aramaic (Israel),20,Critically endangered,
Bom,20,Severely endangered,https://en.wikipedia.org/wiki/BOM
Bundjalung,20,Severely endangered,https://en.wikipedia.org/wiki/Bundjalung
Chung (Cambodia),20,Critically endangered,
