,glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment,lang,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang,url
165,bora1263,Bora,boa,language,South America,-2.000259,-72.257066,bora,Bora,1000,Vulnerable,Bora,<ul><li>Bora–Witoto</li><ul><li> Boran</li><ul><li> Bora</li></ul></ul></ul>,"Bora–Witoto, Boran, Bora",boa,"2,400 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Mira%C3%B1a_language
166,boro1283,Boro,xxb,language,Africa,7.496728,0.362291,boro,Boro,19878,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
167,boro1283,Boro,xxb,language,Africa,7.496728,0.362291,boro,Boro,0,Extinct,,<ul><li>Unknown</li></ul>,,,,,,,
168,boro1282,Bororo,bor,language,South America,-16.6029,-55.2004,bororo,Bororo,1390,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
169,boru1252,Boruca,brn,language,North America,8.88093,-83.2124,boruca,Boruca,70,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
170,botl1242,Botlikh,bph,language,Eurasia,42.665,46.22,botlikh,Botlikh,4000,Definitely endangered,Botlikh,<ul><li>Northeast Caucasian</li><ul><li> Avar–Andic</li><ul><li> Andic</li><ul><li> Akhvakh–Tindi</li><ul><li> Karata–Tindi</li><ul><li> Botlikh–Tindi</li><ul><li> Botlikh</li></ul></ul></ul></ul></ul></ul></ul>,"Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Botlikh",bph,210 ,Southwestern Dagestan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Botlikh_language
171,brah1256,Brahui,brh,language,Eurasia,29.04,66.56,brahui,Brahui,500000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
172,bret1244,Breton,bre,language,Eurasia,48.2452,-3.78934,breton,Breton,250000,Severely endangered,Breton,<ul><li>Indo-European</li><ul><li> Celtic</li><ul><li> Insular Celtic</li><ul><li> Brittonic</li><ul><li> Southwestern Brittonic</li><ul><li> Breton</li></ul></ul></ul></ul></ul></ul>,"Indo-European, Celtic, Insular Celtic, Brittonic, Southwestern Brittonic, Breton",Variously:titlebretitle – Modern Bretontitlexbmtitleobt,"210,000 in Brittany ",Lower Brittany,Unknown,"France
Brittany
",https://en.wikipedia.org/wiki/Breton_language
173,bubi1249,Bubia,bbx,language,Africa,4.02178,9.22304,bubia,Bubia,600,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
174,budi1249,Budibud,btp,language,Papunesia,-9.29802,153.689,budibud,Budibud,120,Vulnerable,Budibud,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Oceanic</li><ul><li> Western Oceanic</li><ul><li> Papuan Tip</li><ul><li> Peripheral</li><ul><li> Kilivila</li><ul><li> Budibud</li></ul></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila, Budibud",btp,310 ,Milne Bay Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Budibud_language
175,budo1241,Budong-Budong,bdx,language,Papunesia,-2.07756,119.327,budong-budong,Budong-Budong,50,Critically endangered,Budong-Budong,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> South Sulawesi</li><ul><li> Seko</li><ul><li> Budong-Budong</li></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, South Sulawesi, Seko, Budong-Budong",bdx,180 ,West Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Budong-Budong_language
176,budu1248,Budukh,bdk,language,Eurasia,41.2272,48.3353,budukh,Budukh,3000,Severely endangered,Budukh,<ul><li>Northeast Caucasian</li><ul><li> Lezgic</li><ul><li> Samur</li><ul><li> Southern Samur</li><ul><li> Budukh</li></ul></ul></ul></ul></ul>,"Northeast Caucasian, Lezgic, Samur, Southern Samur, Budukh",bdk,200 ,Quba Rayon,Unknown,Unknown,https://en.wikipedia.org/wiki/Budukh_language
177,bukh1238,Bukharic,bhh,language,Eurasia,41.0,64.0,bukharic,Bukharic,10000,Definitely endangered,Bukharian,<ul><li>Indo-European</li><ul><li> Indo-Iranian</li><ul><li> Iranian</li><ul><li> Western</li><ul><li> Southwestern</li><ul><li> Persian</li><ul><li> Tajik</li><ul><li> </li><ul><li> Bukharian</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian, Tajik, , Bukharian",bhh,"117,840 in all countries ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Bukhari_language
178,buki1249,Bukiyip,ape,language,Papunesia,-3.47169,143.111,bukiyip,Bukiyip,10304,Vulnerable,Bukiyip,<ul><li>Torricelli</li><ul><li> Arapesh</li><ul><li> Bukiyip</li></ul></ul></ul>,"Torricelli, Arapesh, Bukiyip",ape,"16,000 ",East Sepik Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Bukiyip_language
179,bulg1265,Bulgebi,bmp,language,Papunesia,-5.69713,146.403,bulgebi,Bulgebi,50,Definitely endangered,Bulgebi,<ul><li>Trans–New Guinea</li><ul><li> Finisterre–Huon</li><ul><li> Finisterre</li><ul><li> Warup</li><ul><li> Bulgebi</li></ul></ul></ul></ul></ul>,"Trans–New Guinea, Finisterre–Huon, Finisterre, Warup, Bulgebi",bmp,150 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Bulgebi_language
180,bumb1241,Bumbita Arapesh,aon,language,Papunesia,-3.65508,142.859,bumbita arapesh,Bumbita Arapesh,2353,Vulnerable,Bumbita,<ul><li>Torricelli</li><ul><li> Arapesh</li><ul><li> Bumbita</li></ul></ul></ul>,"Torricelli, Arapesh, Bumbita",aon,"4,300 ","Bumbita-Muhian Rural LLG, East Sepik Province (13 villages)",Unknown,Unknown,https://en.wikipedia.org/wiki/Bumbita_language
181,gahr1239,Bunan,bfu,language,Eurasia,32.2168,77.9596,bunan,Bunan,4000,Definitely endangered,Bunan,<ul><li>Sino-Tibetan</li><ul><li> Tibeto-Kanauri</li><ul><li> \xa</li><ul><li> West Himalayish</li><ul><li> BuUknown</li></ul></ul></ul></ul></ul>,"Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, BuUknown",bfu,"3,800 ",Lahaul and Spiti(Himachal Pradesh),Unknown,Unknown,https://en.wikipedia.org/wiki/Bunan_language
182,bung1259,Bung,bqd,language,Africa,6.40736,11.6389,bung,Bung,3,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
183,bunu1267,Bunun,bnn,language,Papunesia,23.4116,121.025,bunun,Bunun,10000,Vulnerable,Bunun,<ul><li>Austronesian</li><ul><li> Bunun</li></ul></ul>,"Austronesian, Bunun",bnn,"38,000 ",,Unknown,Taiwan,https://en.wikipedia.org/wiki/Bunun_language
184,bura1276,Burate,bti,language,Papunesia,-2.79301,136.038,burate,Burate,100,Severely endangered,Burate,<ul><li>East Geelvink Bay</li><ul><li> Burate</li></ul></ul>,"East Geelvink Bay, Burate",bti,100 ,Indonesian Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Burate_language
185,burg1244,Burgenland Croatian,,dialect,Eurasia,47.544,16.626,burgenland croatian,Burgenland Croatian,30000,Definitely endangered,Burgenland Croatian,<ul><li>Indo-European</li><ul><li> Balto-Slavic</li><ul><li> Slavic</li><ul><li> South Slavic</li><ul><li> Western</li><ul><li> Chakavian</li><ul><li> Burgenland Croatian</li></ul></ul></ul></ul></ul></ul></ul>,"Indo-European, Balto-Slavic, Slavic, South Slavic, Western, Chakavian, Burgenland Croatian",–,"19,000 ",,Unknown, Austria Hungary,https://en.wikipedia.org/wiki/Burgenland_Croatian
186,burj1242,Burji,bji,language,Africa,4.44624,38.4646,burji,Burji,7000,Vulnerable,Burji,<ul><li>Afro-Asiatic</li><ul><li> Cushitic</li><ul><li> Highland East</li><ul><li> Burji</li></ul></ul></ul></ul>,"Afro-Asiatic, Cushitic, Highland East, Burji",bji,"83,000 ",South of Lake Chamo,Unknown,Unknown,https://en.wikipedia.org/wiki/Burji_language
187,buru1320,Burunge,bds,language,Africa,-5.21369,35.963,burunge,Burunge,10000,Vulnerable,Burunge,<ul><li>Afro-Asiatic</li><ul><li> Cushitic</li><ul><li> South</li><ul><li> West Rift</li><ul><li> Burunge</li></ul></ul></ul></ul></ul>,"Afro-Asiatic, Cushitic, South, West Rift, Burunge",bds,"28,000 ",Dodoma,Unknown,Unknown,https://en.wikipedia.org/wiki/Burunge_language
188,buru1296,Burushaski,bsk,language,Eurasia,36.2161,74.8236,burushaski,Burushaski,87000,Vulnerable,Burushaski,<ul><li>Language isolate</li></ul>,Language isolate,bsk,"130,000 ","Hunza, Nagar, Ghizer, Gilgit (Pakistan) and Hari Parbat, Jammu and Kashmir (India)[1]",Unknown,Unknown,https://en.wikipedia.org/wiki/Burushaski
189,buso1238,Busoa,bup,language,Papunesia,-5.60524,122.622,busoa,Busoa,500,Vulnerable,Busoa,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Celebic</li><ul><li> Muna–Buton</li><ul><li> MuUknown</li><ul><li> Busoa</li></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Celebic, Muna–Buton, MuUknown, Busoa",bup,"2,300 ",Buton Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Busoa_language
190,buss1239,Bussa,dox,language,Africa,5.74987,37.2017,bussa,Bussa,6624,Vulnerable,Bussa,<ul><li>Afro-Asiatic</li><ul><li> Cushitic</li><ul><li> Lowland East</li><ul><li> Oromoid</li><ul><li> Konsoid</li><ul><li> Konso–Gidole</li><ul><li> Bussa</li></ul></ul></ul></ul></ul></ul></ul>,"Afro-Asiatic, Cushitic, Lowland East, Oromoid, Konsoid, Konso–Gidole, Bussa",dox,"18,000 ","Dirashe special woreda, Southern Ethiopia",Unknown,Unknown,https://en.wikipedia.org/wiki/Bussa_language
191,busu1244,Busuu,bju,language,Africa,6.68152,9.78433,busuu,Busuu,8,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
192,bwis1242,Bwisi,bwz,language,Africa,-3.23686,11.9595,bwisi,Bwisi,4248,Definitely endangered,Bwisi,<ul><li>Niger–Congo</li><ul><li>Atlantic–Congo</li><ul><li> Benue–Congo</li><ul><li> Bantoid</li><ul><li> Bantu</li><ul><li>  </li><ul><li> Zone B</li><ul><li> </li><ul><li> Sira</li><ul><li>  B.</li><ul><li> Bwisi</li></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Sira,  (B.), Bwisi",bwz,"4,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Bwisi_language
193,byan1241,Byangsi,bee,language,Eurasia,29.92002,80.63653,byangsi,Byangsi,1734,Definitely endangered,Byangsi,<ul><li>Sino-Tibetan</li><ul><li> Tibeto-Kanauri</li><ul><li> \xa</li><ul><li> West Himalayish</li><ul><li> Almora</li><ul><li> Byangsi</li></ul></ul></ul></ul></ul></ul>,"Sino-Tibetan, Tibeto-Kanauri, \xa, West Himalayish, Almora, Byangsi",bee,"3,300 ",Byans valley (Uttarakhand)Byans (Sudurpashchim Province),Unknown,Unknown,https://en.wikipedia.org/wiki/Byangsi_language
194,caac1237,Caac,msq,language,Papunesia,-20.4114,164.578,caac,Caac,890,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
195,cabe1245,Cabécar,cjp,language,North America,9.67031,-83.4102,cabécar,Cabécar,7622,Vulnerable,Cabécar,<ul><li>Chibchan</li><ul><li> Core-Chibchan</li><ul><li> Isthmic</li><ul><li> Western Isthmic</li><ul><li> Viceitic</li><ul><li> Cabécar</li></ul></ul></ul></ul></ul></ul>,"Chibchan, Core-Chibchan, Isthmic, Western Isthmic, Viceitic, Cabécar",cjp,"11,000 ",Turrialba Region (Cartago Province),Unknown,Unknown,https://en.wikipedia.org/wiki/Cab%C3%A9car_language
196,caca1247,Cacaopera,ccr,language,North America,13.7437,-88.1133,cacaopera,Cacaopera,0,Extinct,,<ul><li>Unknown</li></ul>,,,,,,,
197,cadd1256,Caddo,cad,language,North America,33.33,-93.5,caddo,Caddo,25,Critically endangered,Caddo,<ul><li>Caddoan</li><ul><li> Caddo</li></ul></ul>,"Caddoan, Caddo",cad,2 ,Caddo County in western Oklahoma,Unknown,Unknown,https://en.wikipedia.org/wiki/Caddo_language
198,cahu1264,Cahuilla,chl,language,North America,33.5324,-116.691,cahuilla,Cahuilla,30,Critically endangered,Cahuilla,<ul><li>Uto-Aztecan</li><ul><li> Northern</li><ul><li> Takic</li><ul><li>Cupan</li><ul><li> Cahuilla–</li><ul><li> Cupeño</li><ul><li> Cahuilla</li></ul></ul></ul></ul></ul></ul></ul>,"Uto-Aztecan, Northern, Takic,Cupan, Cahuilla–, Cupeño, Cahuilla",chl,6 ,Southern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Cahuilla_language
199,cama1250,Camarines Norte Agta,abd,language,Papunesia,14.1571,122.835,camarines norte agta,Camarines Norte Agta,150,Severely endangered,Manide,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Philippine</li><ul><li>Manide–</li><ul><li> Alabat</li><ul><li> Manide</li></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Philippine,Manide–, Alabat, Manide",abd,"3,800 ","Camarines Norte & Quezon, Luzon",Unknown,Unknown,https://en.wikipedia.org/wiki/Manide_language
200,camb1245,Cambap,,dialect,Africa,,,cambap,Cambap,30,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
201,cams1241,Camsá,kbh,language,South America,1.14537,-76.8931,camsá,Camsá,3500,Definitely endangered,Kamëntsá,<ul><li>Language isolate</li></ul>,Language isolate,kbh,"4,000 ",Colombia,Unknown,Unknown,https://en.wikipedia.org/wiki/Cams%C3%A1_language
202,cani1243,Canichana,caz,language,South America,-14.3058,-64.944455,canichana,Canichana,3,Extinct,Canichana,<ul><li>Tequiraca–Canichana</li><ul><li>Canichana</li></ul></ul>,"Tequiraca–Canichana,Canichana",caz,Uknown,Beni Department, Bolivia,Unknown,https://en.wikipedia.org/wiki/Canichana_language
203,capa1241,Capanahua,kaq,language,South America,-6.63254,-74.3813,capanahua,Capanahua,120,Severely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
204,cari1279,Carijona,cbd,language,South America,1.21894,-72.0664,carijona,Carijona,30,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
205,cash1251,Cashibo-Cacataibo,cbr,language,South America,-8.70232,-75.4206,cashibo-cacataibo,Cashibo-Cacataibo,1800,Definitely endangered,Cashibo,<ul><li>Panoan</li><ul><li> Mainline Panoan</li><ul><li> Cashibo</li></ul></ul></ul>,"Panoan, Mainline Panoan, Cashibo",cbr,"1,200 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Kashibo_language
206,cata1286,Catawba,chc,language,North America,34.9685,-80.8857,catawba,Catawba,0,Extinct,Catawba,<ul><li>Siouan</li><ul><li> Catawban Eastern Siouan</li><ul><li> Catawba</li></ul></ul></ul>,"Siouan, Catawban (Eastern Siouan), Catawba",chc,Uknown,South Carolina,Unknown,Unknown,https://en.wikipedia.org/wiki/Catawba_language
207,cayu1241,Cayuse,xcy,language,North America,46.1136,-117.94,cayuse,Cayuse,0,Extinct,Cayuse,<ul><li>Unclassified</li></ul>,Unclassified,xcy,Uknown,Oregon,Unknown,Unknown,https://en.wikipedia.org/wiki/Cayuse_language
208,cent2084,Central Cagayan Agta,agt,language,Papunesia,17.9571,121.857,central cagayan agta,Central Cagayan Agta,779,Vulnerable,Central Cagayan Agta,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Philippine</li><ul><li> Northern Luzon</li><ul><li> Cagayan Valley</li><ul><li> Gaddangic</li><ul><li> Central Cagayan Agta</li></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Gaddangic, Central Cagayan Agta",agt,780 ,Luzon,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Cagayan_Agta_language
209,cent2145,Central Pame,pbs,language,North America,21.3762,-99.2898,central pame,Central Pame,7399,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
210,cent2138,Central Pomo,poo,language,North America,38.90547,-123.66393,central pomo,Central Pomo,3,Critically endangered,Central Pomo,<ul><li>Hokan</li><ul><li>Pomoan</li><ul><li> Western</li><ul><li> Southern</li><ul><li> Central Pomo</li></ul></ul></ul></ul></ul>,"Hokan,Pomoan, Western, Southern, Central Pomo",poo,Uknown,Northern California,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Pomo_language
211,cent2328,Central Selkup,,dialect,Eurasia,59.8903,82.0129,central selkup,Central Selkup,5,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
212,cent2140,Central Sierra Miwok,csm,language,North America,38.0812,-120.257,central sierra miwok,Central Sierra Miwok,3,Critically endangered,Central Sierra Miwok,<ul><li>Yok-Utian</li><ul><li> Utian</li><ul><li> Miwokan</li><ul><li> Eastern</li><ul><li> Sierra Miwok</li><ul><li> Central Sierra Miwok</li></ul></ul></ul></ul></ul></ul>,"Yok-Utian, Utian, Miwokan, Eastern, Sierra Miwok, Central Sierra Miwok",csm,Uknown,California,Unknown,Unknown,https://en.wikipedia.org/wiki/Central_Sierra_Miwok
213,chac1251,Chácobo,cao,language,South America,-12.133,-66.7164,chácobo,Chácobo,550,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
214,chai1254,Chairel,,language,Eurasia,24.30438,93.866431,chairel,Chairel,0,Extinct,,<ul><li>Unknown</li></ul>,,,,,,,
215,cham1315,Chamacoco,ceg,language,South America,-20.5899,-58.2005,chamacoco,Chamacoco,40,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
216,cham1309,Chamalal,cji,language,Eurasia,42.5024,45.995,chamalal,Chamalal,12000,Definitely endangered,Chamalal,<ul><li>Northeast Caucasian</li><ul><li> Avar–Andic</li><ul><li> Andic</li><ul><li> Akhvakh–Tindi</li><ul><li> Karata–Tindi</li><ul><li> Botlikh–Tindi</li><ul><li> Chamalal</li></ul></ul></ul></ul></ul></ul></ul>,"Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Chamalal",cji,500 ,Southwestern Dagestan[1],Unknown,Unknown,https://en.wikipedia.org/wiki/Chamalal_language
217,cham1307,Chambeali,cdh,language,Eurasia,32.5476,76.1796,chambeali,Chambeali,126589,Definitely endangered,Chambeali,<ul><li>Indo-European</li><ul><li> Indo-Iranian</li><ul><li> Indo-Aryan</li><ul><li> Northern</li><ul><li> Western Pahari</li><ul><li> Chambeali</li></ul></ul></ul></ul></ul></ul>,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Chambeali",cdh,"126,000 ",Himachal Pradesh,Unknown,Unknown,https://en.wikipedia.org/wiki/Chambeali
218,cham1318,Chamicuro,ccc,language,South America,-5.1149,-75.6778,chamicuro,Chamicuro,8,Critically endangered,Chamicuro,<ul><li>Arawakan</li><ul><li> Southern</li><ul><li> Western</li><ul><li> Chamicuro</li></ul></ul></ul></ul>,"Arawakan, Southern, Western, Chamicuro",ccc,Uknown,Pampa Hermosa,Unknown,Unknown,https://en.wikipedia.org/wiki/Chamicuro_language
219,cham1312,Chamorro,cha,language,Papunesia,13.438011,144.74474,chamorro,Chamorro,62500,Vulnerable,Chamoru,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Chamoru</li></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Chamoru",cha,"58,000 ",, Guam   Northern Mariana Islands,Unknown,https://en.wikipedia.org/wiki/Chamorro_language
220,chan1296,Chaná,,language,South America,-33.69,-57.78,chaná,Chaná,1,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
221,chan1308,Chang,,dialect,Eurasia,,,chang,Chang,62000,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
222,chan1310,Chantyal,chx,language,Eurasia,28.684,83.4488,chantyal,Chantyal,5912,Definitely endangered,Chhantyal,<ul><li>Sino-Tibetan</li><ul><li> Tamangic</li><ul><li> Chhantyal</li></ul></ul></ul>,"Sino-Tibetan, Tamangic, Chhantyal",chx,"4,300 ","Gulmi, Baglung and Myagdi Districts",Unknown,Unknown,https://en.wikipedia.org/wiki/Chantyal_language
223,chac1249,Cha'palaa,cbi,language,South America,0.71489,-79.0508,cha'palaa,Cha'palaa,4000,Definitely endangered,Chaʼpalaa,<ul><li>Barbacoan</li><ul><li> Southern</li><ul><li> Chaʼpalaa</li></ul></ul></ul>,"Barbacoan, Southern, Chaʼpalaa",cbi,"5,870 ",Ecuador,Unknown,Unknown,https://en.wikipedia.org/wiki/Cha%CA%BCpalaa_language
224,char1269,Chara,cra,language,Africa,6.63946,36.4192,chara,Chara,6932,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
225,chat1270,Chatong,,dialect,Eurasia,15.65,107.1166,chatong,Chatong,580,Definitely endangered,,<ul><li>Unknown</li></ul>,,,,,,,
226,chec1245,Chechen,che,language,Eurasia,43.5,45.5,chechen,Chechen,1331844,Vulnerable,Chechen,<ul><li>Northeast Caucasian</li><ul><li> Nakh</li><ul><li> Vainakh</li><ul><li> Chechen–Ingush</li><ul><li> Chechen</li></ul></ul></ul></ul></ul>,"Northeast Caucasian, Nakh, Vainakh, Chechen–Ingush, Chechen",che,1.8 million ,"Chechnya, Ingushetia and Dagestan"," Russia
 Chechnya
 Dagestan
",Unknown,https://en.wikipedia.org/wiki/Chechen_language
227,chem1251,Chemehuevi,,dialect,North America,35.356093,-116.438436,chemehuevi,Chemehuevi,3,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
228,chep1245,Chepang,cdm,language,Eurasia,27.7206,84.9017,chepang,Chepang,36807,Vulnerable,Chepang,<ul><li>Sino-Tibetan</li><ul><li> Chepangic</li><ul><li> Chepang</li></ul></ul></ul>,"Sino-Tibetan, Chepangic, Chepang",cdm,"59,000 ",Nepal,Unknown,Unknown,https://en.wikipedia.org/wiki/Chepang_language
229,chep1243,Chepya,ycp,language,Eurasia,22.1749,101.7501,chepya,Chepya,2000,Definitely endangered,Chepya,<ul><li>Sino-Tibetan</li><ul><li> </li><ul><li> Tibeto-Burman</li><ul><li> </li><ul><li> Lolo–Burmese</li><ul><li> Loloish</li><ul><li> Southern</li><ul><li> Hanoid</li><ul><li> Chepya</li></ul></ul></ul></ul></ul></ul></ul></ul></ul>,"Sino-Tibetan, (, Tibeto-Burman, ), Lolo–Burmese, Loloish, Southern, Hanoid, Chepya",ycp,"2,000 ",Phongsaly Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Chepya_language
230,ches1238,Chesu,ych,language,Eurasia,24.05,101.98,chesu,Chesu,6600,Definitely endangered,Chesu,<ul><li>Sino-Tibetan</li><ul><li> Tibeto-Burman</li><ul><li> Lolo–Burmese</li><ul><li> Loloish</li><ul><li> Nisoish</li><ul><li> Northern Loloish</li><ul><li> Nasoid</li><ul><li> Chesu</li></ul></ul></ul></ul></ul></ul></ul></ul>,"Sino-Tibetan, Tibeto-Burman, Lolo–Burmese, Loloish, Nisoish, Northern Loloish, Nasoid, Chesu",ych,"3,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chesu_language
231,chic1270,Chickasaw,cic,language,North America,34.0,-88.0,chickasaw,Chickasaw,600,Severely endangered,Chickasaw,<ul><li>Muskogean</li><ul><li> Western Muskogean</li><ul><li> Chickasaw</li></ul></ul></ul>,"Muskogean, Western Muskogean, Chickasaw",cic,75 ,"South central Oklahoma, from Byng or Happyland (near Ada) north, and from Davis or Ardmore west to Fillmore and Wapanucka in east.",Unknown,Unknown,https://en.wikipedia.org/wiki/Chickasaw_language
232,chil1275,Chilisso,clh,language,Eurasia,35.2494,73.3344,chilisso,Chilisso,2000,Severely endangered,Chilisso,<ul><li>Indo-European</li><ul><li> Indo-Iranian</li><ul><li> Indo-Aryan</li><ul><li> Dardic</li><ul><li> Kohistani</li><ul><li> Chilisso</li></ul></ul></ul></ul></ul></ul>,"Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kohistani, Chilisso",clh,Uknown,"Eastern Kohistan, Pakistan",Unknown,Unknown,https://en.wikipedia.org/wiki/Chilisso_language
233,chim1313,Chimané,,dialect,South America,-15.214,-66.6431,chimané,Chimané,5300,Vulnerable,,<ul><li>Unknown</li></ul>,,,,,,,
234,chim1309,Chimila,cbg,language,South America,10.1902,-74.2559,chimila,Chimila,900,Severely endangered,Chimila,<ul><li>Chibchan</li><ul><li> Arwako–Chimila</li><ul><li> Chimila</li></ul></ul></ul>,"Chibchan, Arwako–Chimila, Chimila",cbg,350 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Chimila_language
235,chhi1245,Chintang,ctn,language,Eurasia,26.961,87.1899,chintang,Chintang,1500,Severely endangered,Chintang,<ul><li>Sino-Tibetan</li><ul><li> Tibeto-Burman</li><ul><li> Mahakiranti</li><ul><li>  Kiranti</li><ul><li> Eastern Kiranti</li><ul><li> Chintang</li></ul></ul></ul></ul></ul></ul>,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Eastern Kiranti, Chintang",ctn,"3,700 ","Dhankuta District, Nepal",Unknown,Unknown,https://en.wikipedia.org/wiki/Chintang_language
236,chip1262,Chipaya,cap,language,South America,-18.73951,-67.89633,chipaya,Chipaya,1050,Definitely endangered,Chipaya,<ul><li>Uru–Chipaya</li><ul><li> Chipaya</li></ul></ul>,"Uru–Chipaya, Chipaya",cap,"1,800 ",Oruro Department,Unknown,Unknown,https://en.wikipedia.org/wiki/Chipaya_language
237,chiq1250,Chiquihuitlán Mazatec,maq,language,North America,18.0541,-96.6659,chiquihuitlán mazatec,Chiquihuitlán Mazatec,1502,Definitely endangered,Chiquihuitlán Mazatec,<ul><li>Oto-Manguean</li><ul><li> Popolocan</li><ul><li> Mazatecan</li><ul><li> Chiquihuitlán Mazatec</li></ul></ul></ul></ul>,"Oto-Manguean, Popolocan, Mazatecan, Chiquihuitlán Mazatec",maq,"1,500 ","San Juan Chiquihuitlán, Oaxaca",Unknown,Unknown,https://en.wikipedia.org/wiki/Chiquihuitl%C3%A1n_Mazatec_language
238,chor1275,Chorotega,cjr,language,North America,10.8154,-85.1228,chorotega,Chorotega,16,Critically endangered,,<ul><li>Unknown</li></ul>,,,,,,,
239,chra1242,Chrau,crw,language,Eurasia,10.8021,107.293,chrau,Chrau,15000,Definitely endangered,Chrau,<ul><li>Austroasiatic</li><ul><li> Bahnaric</li><ul><li> South Bahnaric</li><ul><li> Stieng–Chrau</li><ul><li> Chrau</li></ul></ul></ul></ul></ul>,"Austroasiatic, Bahnaric, South Bahnaric, Stieng–Chrau, Chrau",crw,Uknown,"Đồng Nai, Tây Ninh, and Bình Dương provinces",Unknown,Unknown,https://en.wikipedia.org/wiki/Chrau_language
240,chru1239,Chru,cje,language,Eurasia,11.6625,108.529,chru,Chru,12000,Vulnerable,Chru,<ul><li>Austronesian</li><ul><li> Malayo-Polynesian</li><ul><li> Malayo-Sumbawan</li><ul><li>  Chamic</li><ul><li> Highland</li><ul><li> Chru–Northern</li><ul><li> Chru</li></ul></ul></ul></ul></ul></ul></ul>,"Austronesian, Malayo-Polynesian, Malayo-Sumbawan,  Chamic, Highland, Chru–Northern, Chru",cje,"19,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Chru_language
