,glottocode,name,isocodes,level,macroarea,latitude,longitude,name_normalized,Name in English,Number of speakers,Degree of endangerment,lang,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang,url
421,limb1266,Limbu,lif,language,Eurasia,27.2703,87.8859,limbu,Limbu,300000,Definitely endangered,Limbu,"['Sino-Tibetan'
	'Tibeto-Burman'
		'Mahakiranti'
			' (?)'
				'Kiranti'
					'Limbu']
						
	","['Phedape', 'Chhathare', 'Panthare', 'Tambarkhole']",lif,"410,000 (2011–2021 censuses)[1]",Nepal; significant communities in Bhutan; Sikkim and Darjeeling district of India," Nepal
Koshi Province
 India

Sikkim (additional)
",,https://en.wikipedia.org/wiki/Limbu_language
422,limo1249,Limonese Creole,qlm,language,North America,9.957414,-83.0905,limonese creole,Limonese Creole,55000,Definitely endangered,Limonese,"English creole
	\nAtlantic
		Western
			Jamaican Creole
				Limonese
					
	","English creole, \nAtlantic, Western, Jamaican Creole, Limonese",–,,,Unknown,Unknown,https://en.wikipedia.org/wiki/Limonese_Creole
423,lise1239,Lisela,lcl,language,Papunesia,-3.27358,126.981,lisela,Lisela,9000,Vulnerable,Lisela,"Austronesian
	Malayo-Polynesian
		Central–Eastern
			Central Maluku
				Sula–Buru
					Buru
						Lisela
							
	","Austronesian, Malayo-Polynesian, Central–Eastern, Central Maluku, Sula–Buru, Buru, Lisela",lcl,,Buru Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Lisela_language
424,logo1262,Logol,lof,language,Africa,10.98053,31.12359,logol,Logol,2600,Severely endangered,Logol,"Niger–Congo
	\n
		Atlantic–Congo
			Talodi–Heiban
				Heiban
					Central Heiban
						Logol
							
	","Niger–Congo, \n, Atlantic–Congo, Talodi–Heiban, Heiban, Central Heiban, Logol",lof,"12,000 ",Nuba Hills,Unknown,Unknown,https://en.wikipedia.org/wiki/Logol_language
425,logo1261,Logorik,liu,language,Africa,11.1739,29.8053,logorik,Logorik,2000,Critically endangered,Logorik,"Nilo-Saharan
	\n
		Eastern Sudanic
			Kir–Abbaian
				
					Daju
						Eastern
							Logorik
								
	","Nilo-Saharan, \n, Eastern Sudanic, Kir–Abbaian, , Daju, Eastern, Logorik",liu,,South Kordofan,Unknown,Unknown,https://en.wikipedia.org/wiki/Logorik_language
426,lola1250,Lolak,llq,language,Papunesia,0.85544,124.117,lolak,Lolak,50,Critically endangered,Lolak,"Austronesian
	Malayo-Polynesian
		Philippine
			Greater Central Philippine
				Gorontalo–Mongondow
					Gorontalic
						Lolak
							
	","Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Gorontalo–Mongondow, Gorontalic, Lolak",llq,< 50 ,North Sulawesi,Unknown,Unknown,https://en.wikipedia.org/wiki/Lolak_language
427,loun1239,Loun,lox,language,Papunesia,-2.8778,128.912,loun,Loun,20,Critically endangered,Loun,"Austronesian
	Malayo-Polynesian
		 (MP)
			Central–Eastern MP
				Central Maluku
					\xa0
						East Central Maluku
							Seram
								\xa0
									Nunusaku
										Three Rivers
											Amalumute
												Loun
													
	","Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Central Maluku, \xa0, East Central Maluku, Seram, \xa0, Nunusaku, Three Rivers, Amalumute, Loun",lox,Uknown,Maluku,Unknown,Unknown,https://en.wikipedia.org/wiki/Loun_language
428,lowe1427,Lower Chehalis,cea,language,North America,46.7736,-124.004,lower chehalis,Lower Chehalis,0,Extinct,Lower Chehalis,"Salishan
	Coast
		Tsamosan
			Maritime
				Lower Chehalis
					
	","Salishan, Coast, Tsamosan, Maritime, Lower Chehalis",cea,Uknown,"south of Olympic Peninsula, Washington",Unknown,Unknown,https://en.wikipedia.org/wiki/Lower_Chehalis_language
429,lule1254,Lule Saami,smj,language,Eurasia,67.2759,17.8057,lule saami,Lule Saami,2000,Severely endangered,Lule Sámi,"Uralic
	Sámi
		Western
			Lule Sámi
				
	","Uralic, Sámi, Western, Lule Sámi",smj,650 ,,Norway,Sweden,https://en.wikipedia.org/wiki/Lule_S%C3%A1mi
430,lule1254,Lule Saami,smj,language,Eurasia,67.2759,17.8057,lule saami,Lule Saami,2000,Severely endangered,Lule Sámi,"['Uralic'
	'Sámi'
		'Western'
			'Lule Sámi']
				
	",,smj,650 (2015)[1],,Norway,Sweden[2],https://en.wikipedia.org/wiki/Lule_S%C3%A1mi
431,lumu1239,Lumun,lmd,language,Africa,10.8308,30.253,lumun,Lumun,45000,Definitely endangered,Lumun,"Niger–Congo
	\n
		Atlantic–Congo
			Talodi–Heiban
				Talodi
					Tocho
						Lumun
							
	","Niger–Congo, \n, Atlantic–Congo, Talodi–Heiban, Talodi, Tocho, Lumun",lmd,"15,000 ",Nuba Hills,Unknown,Unknown,https://en.wikipedia.org/wiki/Lumun_language
432,mafe1237,Mafea,mkv,language,Papunesia,-15.4316,167.241,mafea,Mafea,70,Definitely endangered,Mavea,"Austronesian
	Malayo-Polynesian
		Oceanic
			Southern Oceanic
				North-Central Vanuatu
					North Vanuatu
						Espiritu Santo
							Mavea
								
	","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, North Vanuatu, Espiritu Santo, Mavea",mkv,34 ,Mavea Island,Unknown,Unknown,https://en.wikipedia.org/wiki/Mavea_language
433,mago1248,Magori,zgr,language,Papunesia,-10.2321,149.26,magori,Magori,200,Vulnerable,Magori,"Austronesian
	Malayo-Polynesian
		Oceanic
			Western Oceanic
				Papuan Tip
					Central
						Oumic
							Magoric
								Magori
									
	","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Central, Oumic, Magoric, Magori",zgr,100 ,Central Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Magori_language
434,maho1248,Mahongwe,mhb,language,Africa,0.64356,14.0472,mahongwe,Mahongwe,1000,Severely endangered,Mahongwe,"Niger–Congo
	\n
		Atlantic–Congo
			Benue–Congo
				Bantoid
					Bantu
						 (
							Zone B
								)
									Kele
										 (b. 20)
											Mahongwe
												
	","Niger–Congo, \n, Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone B, ), Kele,  (b. 20), Mahongwe",mhb,"8,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Mahongwe_language
435,maje1243,Majera,xmj,language,Africa,11.1433,15.044,majera,Majera,500,Critically endangered,Majera,"Afro-Asiatic
	Chadic
		Biu–Mandara
			East–Central
				""Midaa""
					Majera
						
	","Afro-Asiatic, Chadic, Biu–Mandara, East–Central, ""Midaa"", Majera",xmj,500 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Majera_language
436,mako1250,Makolkol,zmh,language,Papunesia,-4.87995,151.709,makolkol,Makolkol,7,Critically endangered,Makolkol,"unclassified
	
	",unclassified,zmh,7 in 1988. May still be alive ,New Britain,Unknown,Unknown,https://en.wikipedia.org/wiki/Makolkol_language
437,maku1277,Maku'a,lva,language,Papunesia,-8.40372,127.239,maku'a,Maku'a,50,Critically endangered,Makuva,"Austronesian
	Malayo-Polynesian
		Central–Eastern
			Timor–Babar
				Luangic–Kisaric
					Makuva
						
	","Austronesian, Malayo-Polynesian, Central–Eastern, Timor–Babar, Luangic–Kisaric, Makuva",lva,extinct since 1950s[1] to 56 ,,Unknown,East Timor,https://en.wikipedia.org/wiki/Makuva_language
438,mang1381,Mangarrayi,mpc,language,Australia,-14.8,133.5,mangarrayi,Mangarrayi,6,Critically endangered,Mangarrayi,"Macro-Gunwinyguan
	\nMarran
		Mangarrayi
			
	","Macro-Gunwinyguan, \nMarran, Mangarrayi",mpc,2 speakers[1],Northern Territory,Unknown,Unknown,https://en.wikipedia.org/wiki/Mangarayi_language
439,mans1260,Mansim,,language,Papunesia,-0.915054,134.011116,mansim,Mansim,5,Critically endangered,Mansim,"West Papuan
	""\nEast Birds Head""
		Hatam–Mansim
			Mansim
				
	","West Papuan, ""\nEast Birds Head"", Hatam–Mansim, Mansim",Nonetitle (titlemistitle),50? ,Eastern Bird's Head near Manokwari,Unknown,Unknown,https://en.wikipedia.org/wiki/Mansim_language
440,maon1241,Maonan,mmd,language,Eurasia,25.0169,108.024,maonan,Maonan,30000,Vulnerable,Maonan,"Kra–Dai
	Kam–Sui
		MaoUknown
			
	","Kra–Dai, Kam–Sui, MaoUknown",mmd,"30,000 ","Northern Guangxi, Southern Guizhou[1]: 33 ",Unknown,Unknown,https://en.wikipedia.org/wiki/Maonan_language
441,maor1246,Maori,mri,language,Papunesia,-38.2881,176.541,maori,Maori,70000,Vulnerable,Māori,"['Austronesian'
	'Malayo-Polynesian'
		'Oceanic'
			'Polynesian'
				'Eastern Polynesian'
					'Tahitic'
						'Māori–'
							'Moriori'
								'['
									'dubious'
										' '
											' – '
												'discuss'
													']'
														'Māori']
															
	",,mri,"Some 50,000 people report that they speak the language well or very well (2015)[1]186,000 self-report some knowledge of the language. (2018)[2]",Polynesia,New Zealand,,https://en.wikipedia.org/wiki/M%C4%81ori_language
442,mara1399,Maragus,mrs,language,Papunesia,-16.0695,167.33,maragus,Maragus,0,Extinct,Tape,"Austronesian
	Malayo-Polynesian
		Oceanic
			Southern Oceanic
				North-Central Vanuatu
					Central Vanuatu
						Malakula
							Malakula Interior
								Tape
									
	","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Tape",mrs,15 ,Central Malekula,Unknown,Unknown,https://en.wikipedia.org/wiki/Tape_language
443,mare1261,Maremgi,mrx,language,Papunesia,-2.31915,139.673,maremgi,Maremgi,40,Definitely endangered,Maremgi,"Foja Range
	 (Tor–Kwerba)\n
		Orya–Tor
			Tor
				Maremgi
					
	","Foja Range,  (Tor–Kwerba)\n, Orya–Tor, Tor, Maremgi",mrx,55 ,West Papua,Unknown,Unknown,https://en.wikipedia.org/wiki/Dineor_language
444,mari1435,Maring,mbw,language,Papunesia,-5.44015,144.642,maring,Maring,22000,Vulnerable,Maring,"Trans–New Guinea
	Chimbu–Wahgi
		Jimi
			Maring
				
	","Trans–New Guinea, Chimbu–Wahgi, Jimi, Maring",mbw,,Madang Province and Western Highlands Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Maring_language
445,maru1252,Marúbo,mzr,language,South America,-6.60703,-72.4027,marúbo,Marúbo,1252,Vulnerable,Marúbo,"Panoan
	\nMainline Panoan
		Nawa
			Marubo group
				Marúbo
					
	","Panoan, \nMainline Panoan, Nawa, Marubo group, Marúbo",mzr,"1,300 ",Javari River basin,Unknown,Unknown,https://en.wikipedia.org/wiki/Mar%C3%BAbo_language
446,masl1241,Maslam,msv,language,Africa,12.1918,14.8873,maslam,Maslam,723,Severely endangered,Maslam,"Afro-Asiatic
	Chadic
		Biu–Mandara
			Kotoko
				 (B.1)
					North
						Maslam
							
	","Afro-Asiatic, Chadic, Biu–Mandara, Kotoko,  (B.1), North, Maslam",msv,250 ,"Far North Province, Cameroon; west Chad",Unknown,Unknown,https://en.wikipedia.org/wiki/Maslam_language
447,mass1263,Massep,mvs,language,Papunesia,-1.74679,138.294,massep,Massep,25,Critically endangered,Massep,"Northwest Papuan
	\n
		Foja Range
			Kwerbic
				Massep
					
	","Northwest Papuan, \n, Foja Range, Kwerbic, Massep",mvs,25 ,"Papua: Sarmi Regency, West Pantai District, north coast (Masep village); also west of Sarmi near Apauwer River",Unknown,Unknown,https://en.wikipedia.org/wiki/Massep_language
448,mawa1266,Mawak,mjj,language,Papunesia,-4.61817,145.283,mawak,Mawak,31,Critically endangered,Mawak,"Trans–New Guinea
	\n
		Madang
			Croisilles
				NW Adelbert Range
					Tiboran
						Upper
							Mawak
								
	","Trans–New Guinea, \n, Madang, Croisilles, NW Adelbert Range, Tiboran, Upper, Mawak",mjj,25 ,Madang Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Mawak_language
449,maza1296,Mazatlán Mazatec,vmz,language,North America,18.0829,-96.8889,mazatlán mazatec,Mazatlán Mazatec,12340,Vulnerable,Mazatlán Mazatec,"Oto-Manguean
	Popolocan
		Mazatecan
			Lowland
				Valley
					Southern
						Mazatlán Mazatec
							
	","Oto-Manguean, Popolocan, Mazatecan, Lowland, Valley, Southern, Mazatlán Mazatec",vmz,"12,000 ",Oaxaca,Unknown,Unknown,https://en.wikipedia.org/wiki/Mazatl%C3%A1n_Mazatec_language
450,megl1237,Megleno-Romanian,ruq,language,Eurasia,41.1174,22.3782,megleno-romanian,Megleno-Romanian,5000,Severely endangered,Megleno-Romanian,"Indo-European
	Italic
		Latino-Faliscan
			Latin
				Romance
					Eastern Romance
						1
							Northern or Southern Romanian
								a
									Megleno-Romanian
										
	","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Eastern Romance, 1, Northern or Southern Romanian, a, Megleno-Romanian",ruq,"5,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Megleno-Romanian_language
451,milt1241,Miltu,mlj,language,Africa,10.2347,17.4126,miltu,Miltu,272,Critically endangered,Miltu,"Afro-Asiatic
	Chadic
		East Chadic
			East Chadic A
				Miltu languages
					 (A.1.2)
						Miltu
							
	","Afro-Asiatic, Chadic, East Chadic, East Chadic A, Miltu languages,  (A.1.2), Miltu",mlj,,southwest,Unknown,Unknown,https://en.wikipedia.org/wiki/Miltu_language
452,mind1255,Mindiri,mpn,language,Papunesia,-5.5,146.15,mindiri,Mindiri,93,Severely endangered,Mindiri,"Austronesian
	Malayo-Polynesian
		Oceanic
			Western Oceanic
				North New Guinea
					\xa0
						Ngero–Vitiaz
							Bel
								Astrolabe
									Mindiri
										
	","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, \xa0, Ngero–Vitiaz, Bel, Astrolabe, Mindiri",mpn,80 ,"along Rai Coast, Madang Province",Unknown,Unknown,https://en.wikipedia.org/wiki/Mindiri_language
453,ming1252,Mingrelian,xmf,language,Eurasia,42.5129,41.8719,mingrelian,Mingrelian,350000,Definitely endangered,Mingrelian,"Kartvelian
	Karto-Zan
		Zan
			Mingrelian
				
	","Kartvelian, Karto-Zan, Zan, Mingrelian",xmf,"345,000 ",MingreliaAbkhazia,Unknown,Unknown,https://en.wikipedia.org/wiki/Mingrelian_language
454,miqi1235,Miqie,yiq,language,Eurasia,25.3,102.301,miqie,Miqie,10000,Definitely endangered,Micha,"Sino-Tibetan
	\n(
		Tibeto-Burman
			)
				Lolo–Burmese
					Loloish
						Lisoish
							Lisu–Lalo\xa0
								Micha
									Micha
										
	","Sino-Tibetan, \n(, Tibeto-Burman, ), Lolo–Burmese, Loloish, Lisoish, Lisu–Lalo\xa0, Micha, Micha",yiq,"30,000 ",Yunnan,Unknown,Unknown,https://en.wikipedia.org/wiki/Micha_language
455,lush1249,Mizo,lus,language,Eurasia,22.6138,92.6247,mizo,Mizo,529000,Vulnerable,Mizo,"Sino-Tibetan
	Tibeto-Burman
		Central Tibeto-Burman
			 ()
				Kuki-Chin-Naga
					Kuki-Chin
						Central
							Mizo
								
	","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  (), Kuki-Chin-Naga, Kuki-Chin, Central, Mizo",lus,"1,000,000+[a] ","
Chittagong Hill Tracts, Bangladesh
Chin State and Sagaing Region, Myanmar
Other regions inhabited by the Mizo diaspora
","
Mizoram, India
Chinland (partially recognised state), Myanmar
",Unknown,https://en.wikipedia.org/wiki/Mizo_language
456,mlab1235,Mlabri,mra,language,Eurasia,18.5533,101.163,mlabri,Mlabri,149,Definitely endangered,Mlabri,"Austroasiatic
	Khmuic
		Mlabri
			
	","Austroasiatic, Khmuic, Mlabri",mra,130 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mlabri_language
457,moch1255,Mòcheno,mhn,language,Eurasia,46.1064,11.315,mòcheno,Mòcheno,1000,Definitely endangered,Mòcheno,"Indo-European
	Germanic
		West Germanic
			Elbe Germanic
				High German
					Upper German
						Bavarian
							Mòcheno
								
	","Indo-European, Germanic, West Germanic, Elbe Germanic, High German, Upper German, Bavarian, Mòcheno",mhn,,Bersntol,Unknown,Unknown,https://en.wikipedia.org/wiki/M%C3%B2cheno_language
458,moki1238,Mokilese,mkj,language,Papunesia,6.65651,159.776,mokilese,Mokilese,1050,Critically endangered,Mokilese,"Austronesian
	Malayo-Polynesian
		Oceanic
			Micronesian
				Nuclear Micronesian
					Chuukic–Pohnpeic
						Pohnpeic
							Mokilese
								
	","Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic–Pohnpeic, Pohnpeic, Mokilese",mkj,,Mwoakilloa,Unknown,Unknown,https://en.wikipedia.org/wiki/Mokilese_language
459,mokl1243,Moklen,mkm,language,Eurasia,8.16761,98.3176,moklen,Moklen,6000,Definitely endangered,Moklen,"Austronesian
	Malayo-Polynesian
		Moklenic
			Moklen
				
	","Austronesian, Malayo-Polynesian, Moklenic, Moklen",mkm,,"Phang Nga Province, Ranong Province, and northern Phuket Island",Unknown,Unknown,https://en.wikipedia.org/wiki/Moklen_language
460,moks1249,Moksela,vms,language,Papunesia,-3.098,128.654,moksela,Moksela,0,Extinct,Moksela,"Unclassified (
	Central Maluku
		)
			
	","Unclassified (, Central Maluku, )",vms,Uknown,Sula Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Moksela_language
461,mort1237,Mortlockese,mrl,language,Papunesia,5.50735,153.710778,mortlockese,Mortlockese,5904,Definitely endangered,Mortlockese,"Austronesian
	Malayo-Polynesian
		Oceanic
			Micronesian
				Nuclear Micronesian
					Chuukic
						Satawalese–Mortlockese
							Mortlockese
								
	","Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Satawalese–Mortlockese, Mortlockese",mrl,,Caroline Islands,Unknown,Unknown,https://en.wikipedia.org/wiki/Mortlockese_language
462,luxe1241,Moselle Franconian,ltz,language,Eurasia,49.6839,6.14931,moselle franconian,Moselle Franconian,390000,Vulnerable,Moselle Franconian,"Indo-European
	Germanic
		West Germanic
			High German
				West Central German
					Central Franconian
						Moselle Franconian
							
	","Indo-European, Germanic, West Germanic, High German, West Central German, Central Franconian, Moselle Franconian",Nonetitle (titlemistitle)titleIndividual codes:titleltztitle – titleLuxembourgishtitlehrxtitle – titleHunsrik,Uknown,"North Rhine-Westphalia, Rhineland-Palatinate, Saarland, Lorraine, Liège", Luxembourg," Belgium (recognised by the French Community of Belgium),  Brazil (recognised as Cultural Heritage in the states of Santa Catarina and Rio Grande do Sul)",https://en.wikipedia.org/wiki/Moselle_Franconian_language
463,movi1243,Movima,mzp,language,South America,-13.8115,-65.6348,movima,Movima,1452,Severely endangered,Movima,"Language isolate
	
	",Language isolate,mzp,"1,000 ",Beni Department,Bolivia,Unknown,https://en.wikipedia.org/wiki/Movima_language
464,moza1249,Mozarabic,mxi,language,Eurasia,37.8763,-1.79724,mozarabic,Mozarabic,0,Extinct,Andalusi Romance,"Indo-European
	Italic
		Romance
			Western Romance
				Ibero-Romance
					Pyrenean–Mozarabic
						Andalusi Romance
							
	","Indo-European, Italic, Romance, Western Romance, Ibero-Romance, Pyrenean–Mozarabic, Andalusi Romance",mxi,Uknown,Al-Andalus,Unknown,Unknown,https://en.wikipedia.org/wiki/Andalusi_Romance
465,mruu1242,Mru,mro,language,Eurasia,21.472,92.318,mru,Mru,40000,Severely endangered,Mru,"Sino-Tibetan
	Tibeto-Burman
		Mruic
			2
				Mru
					
	","Sino-Tibetan, Tibeto-Burman, Mruic, 2, Mru",mro,,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mru_language
466,mtir1236,Mt. Iraya Agta,atl,language,Papunesia,13.4588,123.552,mt. iraya agta,Mt. Iraya Agta,150,Definitely endangered,Mt. Iraya Agta,"Austronesian
	Malayo-Polynesian
		Philippine
			Central Philippine
				Bikol languages
					Coastal Bikol
						Mt. Iraya Agta
							
	","Austronesian, Malayo-Polynesian, Philippine, Central Philippine, Bikol languages, Coastal Bikol, Mt. Iraya Agta",atl,likely extinct ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Mount_Iraya_Agta_language
467,mudb1240,Mudburra,dmw,language,Australia,-16.7694,132.329,mudburra,Mudburra,48,Severely endangered,Mudbura,"Pama–Nyungan
	Ngumpin–Yapa
		Ngumbin
			Mudbura
				
	","Pama–Nyungan, Ngumpin–Yapa, Ngumbin, Mudbura",dmw,92 ,Victoria River to Barkly Tablelands,Unknown,Unknown,https://en.wikipedia.org/wiki/Mudburra_language
468,mula1254,Mulaha,mfw,language,Papunesia,-9.68333,147.45,mulaha,Mulaha,0,Extinct,Mulaha,"Trans–New Guinea
	Kwalean
		Mulaha
			
	","Trans–New Guinea, Kwalean, Mulaha",mfw,Uknown,Papua New Guinea,Unknown,Unknown,https://en.wikipedia.org/wiki/Mulaha_language
469,mund1320,Mundari,unr,language,Eurasia,23.03,85.85,mundari,Mundari,750000,Vulnerable,Mundari,"Austroasiatic
	Munda
		North
			Kherwarian
				Mundaric
					Mundari
						
	","Austroasiatic, Munda, North, Kherwarian, Mundaric, Mundari",unr,"1,661,656[a] ",," India
Jharkhand (additional)
",Unknown,https://en.wikipedia.org/wiki/Mundari_language
470,munj1244,Munji,mnj,language,Eurasia,35.9321,70.9404,munji,Munji,2000,Severely endangered,Munji,"Indo-European
	Indo-Iranian
		Iranian
			Eastern
				Munji–Yidgha
					
						Munji
							
	","Indo-European, Indo-Iranian, Iranian, Eastern, Munji–Yidgha, , Munji",mnj,"5,300 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Munji_language
471,muso1238,Musom,msu,language,Papunesia,-6.53817,146.93,musom,Musom,219,Definitely endangered,Musom,"Austronesian
	Malayo-Polynesian
		Oceanic
			Western Oceanic
				Huon Gulf
					Markham
						Lower Markham
							Busu
								Musom
									
	","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Huon Gulf, Markham, Lower Markham, Busu, Musom",msu,200 ,"Markham Valley, New Guinea",Unknown,Unknown,https://en.wikipedia.org/wiki/Musom_language
472,muss1246,Mussau-Emira,emi,language,Papunesia,-1.44105,149.624,mussau-emira,Mussau-Emira,3651,Definitely endangered,Mussau-Emira,"Austronesian
	Malayo-Polynesian
		Oceanic
			St. Matthias
				Mussau-Emira
					
	","Austronesian, Malayo-Polynesian, Oceanic, St. Matthias, Mussau-Emira",emi,"5,000 ",Islands of Mussau and Emirau (New Ireland Province),Unknown,Unknown,https://en.wikipedia.org/wiki/Mussau-Emira_language
473,muss1246,Mussau-Emira,emi,language,Papunesia,-1.44105,149.624,mussau-emira,Mussau-Emira,3651,Definitely endangered,Mussau-Emira,"['Austronesian'
	'Malayo-Polynesian'
		'Oceanic'
			'St. Matthias'
				'Mussau-Emira']
					
	",,emi,"5,000 (2003)[1]",Islands of Mussau and Emirau (New Ireland Province),,,https://en.wikipedia.org/wiki/Mussau-Emira_language
474,mwat1237,Mwatebu,mwa,language,Papunesia,-10.0271,151.066,mwatebu,Mwatebu,166,Definitely endangered,Mwatebu,"Austronesian
	Malayo-Polynesian
		Oceanic
			Western Oceanic
				Papuan Tip
					Nuclear Papuan Tip
						""North Papuan Mainland – DEntrecasteaux""
							Dobu–Duau
								Mwatebu
									
	","Austronesian, Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear Papuan Tip, ""North Papuan Mainland – DEntrecasteaux"", Dobu–Duau, Mwatebu",mwa,120 ,Milne Bay Province,Unknown,Unknown,https://en.wikipedia.org/wiki/Mwatebu_language
475,nade1244,Nadëb,mbj,language,South America,-1.24449,-66.3068,nadëb,Nadëb,350,Definitely endangered,Nadëb,"Nadahup
	Nadëb
		
	","Nadahup, Nadëb",mbj,370 ,Amazonas,Unknown,Unknown,https://en.wikipedia.org/wiki/Nad%C3%ABb_language
476,nafu1238,Nafusi,jbn,language,Africa,33.4398,9.83329,nafusi,Nafusi,240000,Severely endangered,Nafusi,"Afro-Asiatic
	Berber
		Northern
			Zenati
				Eastern
					Nafusi
						
	","Afro-Asiatic, Berber, Northern, Zenati, Eastern, Nafusi",jbn,"300,000 ",Nafusa Mountains,Unknown,Unknown,https://en.wikipedia.org/wiki/Nafusi_language
477,nagu1244,Nagumi,ngv,language,Africa,8.7162,13.4264,nagumi,Nagumi,0,Extinct,Nagumi,"Niger–Congo
	\n
		Atlantic–Congo
			Benue–Congo
				Southern Bantoid
					Bantu
						 (
							Zone A
								)
									Mbam
										Jarawan
											Nagumi
												
	","Niger–Congo, \n, Atlantic–Congo, Benue–Congo, Southern Bantoid, Bantu,  (, Zone A, ), Mbam, Jarawan, Nagumi",ngv,Uknown,Cameroon,Unknown,Unknown,https://en.wikipedia.org/wiki/Nagumi_language
478,nagu1244,Nagumi,ngv,language,Africa,8.7162,13.4264,nagumi,Nagumi,0,Extinct,Nagumi,"['Niger–Congo'
	'?\n'
		'Atlantic–Congo'
			'Benue–Congo'
				'Southern Bantoid'
					'Bantu'
						'? ('
							'Zone A'
								')'
									'Mbam'
										'Jarawan'
											'Nagumi']
												
	",,ngv,,Cameroon,,,https://en.wikipedia.org/wiki/Nagumi_language
479,naka1263,Naka'ela,nae,language,Papunesia,-2.85543,128.516,naka'ela,Naka'ela,0,Extinct,Naka'ela,"Austronesian
	Malayo-Polynesian
		 (MP)
			Central–Eastern MP
				Central Maluku
					\xa0
						East Central Maluku
							Seram
								\xa0
									Nunusaku
										Three Rivers
											Amalumute
												""Nakaela""
													
	","Austronesian, Malayo-Polynesian,  (MP), Central–Eastern MP, Central Maluku, \xa0, East Central Maluku, Seram, \xa0, Nunusaku, Three Rivers, Amalumute, ""Nakaela""",nae,Uknown,Maluku,Unknown,Unknown,https://en.wikipedia.org/wiki/Naka%27ela_language
480,nalu1240,Nalu,naj,language,Africa,11.0397,-14.8188,nalu,Nalu,13000,Definitely endangered,Nalu,"Niger–Congo
	\n
		Atlantic–Congo
			 
				Atlantic
					(unclassified)
						Nalu
							
	","Niger–Congo, \n, Atlantic–Congo,  , Atlantic, (unclassified), Nalu",naj,"23,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Nalu_language
481,namo1247,Namonuito,nmt,language,Papunesia,8.584627,149.685202,namonuito,Namonuito,944,Severely endangered,Namonuito,"Austronesian
	Malayo-Polynesian
		Oceanic
			Micronesian
				Nuclear Micronesian
					Chuukic
						Tanapag
							Namonuito
								
	","Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Chuukic, Tanapag, Namonuito",nmt,,Namonuito Atoll,Unknown,Unknown,https://en.wikipedia.org/wiki/Namonuito_language
482,namu1246,Namuyi,nmy,language,Eurasia,28.5909,101.898,namuyi,Namuyi,5000,Vulnerable,Namuzi,"Sino-Tibetan
	Tibeto-Burman
		Loloish
			 or 
				Qiangic
					 ()
						Naic
							Namuzi
								
	","Sino-Tibetan, Tibeto-Burman, Loloish,  or , Qiangic,  (), Naic, Namuzi",nmy,"5,000 ",,Unknown,Unknown,https://en.wikipedia.org/wiki/Namuyi_language
483,nant1250,Nanti,cox,language,South America,-12.1018,-72.3507,nanti,Nanti,450,Vulnerable,Pucapucari,"Arawakan
	\nSouthern
		Campa
			Machiguenga
				Pucapucari
					
	","Arawakan, \nSouthern, Campa, Machiguenga, Pucapucari",cox,94 ,,Unknown,Unknown,https://en.wikipedia.org/wiki/Nanti_language
484,nari1240,Narim,loh,language,Africa,4.80331,33.3312,narim,Narim,3623,Definitely endangered,Laarim,"Nilo-Saharan
	\n
		Eastern Sudanic
			
				Kir–Abbaian
					
						Surmic
							South Surmic
								Southwest Surmic
									Didinga–Murle
										Didinga
											–Longarim
												Laarim
													
	","Nilo-Saharan, \n, Eastern Sudanic, , Kir–Abbaian, , Surmic, South Surmic, Southwest Surmic, Didinga–Murle, Didinga, –Longarim, Laarim",loh,,Laarim Hills,Unknown,Unknown,https://en.wikipedia.org/wiki/Narim_language
